obs_id,train_id,age,sex,length,diameter,height,total_weight,shucked_weight,viscera_weight,sheel_weight
id_000328,valid,13.5,M,0.51,0.4,0.13,0.6435,0.27,0.1665,0.205
id_000329,train,9.5,M,0.36,0.295,0.105,0.241,0.0865,0.053,0.095
id_000330,valid,9.5,I,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09
id_000331,test,NA,M,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2
id_000332,train,9.5,F,0.4,0.325,0.12,0.3185,0.134,0.0565,0.095
id_000333,train,6.5,I,0.3,0.22,0.08,0.121,0.0475,0.042,0.035
id_000334,valid,6.5,I,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02
id_000335,train,17.5,F,0.74,0.6,0.195,1.974,0.598,0.4085,0.71
id_000336,train,12.5,M,0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355
id_000337,train,15.5,M,0.6,0.475,0.19,1.0875,0.403,0.2655,0.325
id_000338,train,17.5,M,0.59,0.45,0.185,1.283,0.473,0.276,0.425
id_000339,train,14.5,M,0.62,0.475,0.185,1.325,0.6045,0.325,0.33
id_000340,test,NA,F,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285
id_000341,test,NA,M,0.575,0.455,0.145,1.165,0.581,0.2275,0.3
id_000342,train,15.5,F,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48
id_000343,train,13.5,M,0.62,0.465,0.185,1.274,0.579,0.3065,0.32
id_000344,train,13.5,F,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17
id_000345,valid,9.5,F,0.46,0.425,0.155,0.746,0.3005,0.152,0.24
id_000346,test,NA,M,0.49,0.39,0.14,0.707,0.2795,0.2185,0.18
id_000347,train,10.5,F,0.525,0.42,0.16,0.756,0.2745,0.173,0.275
id_000348,train,7.5,I,0.34,0.26,0.08,0.2,0.08,0.0555,0.055
id_000349,train,9.5,I,0.375,0.305,0.115,0.2715,0.092,0.074,0.09
id_000350,valid,15.5,M,0.61,0.48,0.15,1.2,0.56,0.2455,0.28
id_000351,train,9.5,F,0.61,0.495,0.185,1.153,0.536,0.2905,0.245
id_000352,train,23.5,F,0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27
id_000353,valid,13.5,M,0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245
id_000354,test,NA,M,0.58,0.455,0.17,0.93,0.408,0.259,0.22
id_000355,test,NA,M,0.635,0.515,0.17,1.275,0.509,0.286,0.34
id_000356,train,21.5,M,0.7,0.58,0.205,2.13,0.7415,0.49,0.58
id_000357,valid,14.5,M,0.675,0.525,0.185,1.587,0.6935,0.336,0.395
id_000358,train,19.5,F,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395
id_000359,test,NA,M,0.745,0.585,0.215,2.499,0.9265,0.472,0.7
id_000360,train,17.5,F,0.685,0.545,0.18,1.768,0.7495,0.392,0.485
id_000361,train,19.5,M,0.605,0.49,0.18,1.227,0.48,0.287,0.35
id_000362,train,13.5,F,0.59,0.465,0.15,0.997,0.392,0.246,0.34
id_000363,valid,21.5,F,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445
id_000364,train,17.5,F,0.6,0.48,0.15,1.029,0.4085,0.2705,0.295
id_000365,train,13.5,F,0.62,0.5,0.175,1.186,0.4985,0.3015,0.35
id_000366,valid,20.5,M,0.63,0.515,0.16,1.016,0.4215,0.244,0.355
id_000367,train,12.5,M,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265
id_000368,test,NA,F,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265
id_000369,valid,13.5,M,0.63,0.49,0.18,1.13,0.458,0.2765,0.315
id_000370,train,18.5,F,0.69,0.56,0.215,1.719,0.68,0.299,0.47
id_000371,train,17.5,F,0.65,0.545,0.165,1.566,0.6645,0.3455,0.415
id_000372,train,17.5,F,0.66,0.565,0.195,1.7605,0.692,0.3265,0.5
id_000373,test,NA,F,0.68,0.58,0.2,1.787,0.585,0.453,0.6
id_000374,train,15.5,F,0.7,0.575,0.17,1.31,0.5095,0.314,0.42
id_000375,train,14.5,M,0.685,0.52,0.15,1.343,0.4635,0.292,0.4
id_000376,train,21.5,F,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605
id_000377,train,12.5,M,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285
id_000378,valid,11.5,F,0.585,0.45,0.16,1.077,0.4995,0.2875,0.25
id_000379,train,16.5,M,0.565,0.465,0.175,0.995,0.3895,0.183,0.37
id_000380,train,13.5,F,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33
id_000381,train,16.5,M,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385
id_000382,train,11.5,M,0.535,0.42,0.145,0.791,0.33,0.189,0.25
id_000383,test,NA,M,0.485,0.4,0.135,0.663,0.313,0.137,0.2
id_000384,test,NA,M,0.47,0.375,0.12,0.5565,0.226,0.122,0.195
id_000385,train,11.5,M,0.545,0.425,0.135,0.8445,0.373,0.21,0.235
id_000386,train,10.5,F,0.455,0.37,0.105,0.4925,0.216,0.1245,0.135
id_000387,valid,13.5,M,0.54,0.42,0.155,0.7385,0.3515,0.152,0.215
id_000388,valid,11.5,M,0.46,0.38,0.135,0.482,0.207,0.1225,0.145
id_000389,train,15.5,M,0.49,0.42,0.125,0.609,0.239,0.1435,0.22
id_000390,test,NA,I,0.465,0.375,0.12,0.471,0.222,0.119,0.14
id_000391,train,11.5,I,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105
id_000392,train,11.5,M,0.475,0.375,0.125,0.593,0.277,0.115,0.18
id_000393,test,NA,F,0.47,0.375,0.125,0.5615,0.252,0.137,0.18
id_000394,train,10.5,I,0.365,0.295,0.095,0.25,0.1075,0.0545,0.08
id_000395,test,NA,I,0.345,0.275,0.095,0.1995,0.0755,0.0535,0.07
id_000396,train,12.5,I,0.39,0.31,0.1,0.302,0.116,0.064,0.115
id_000397,train,11.5,F,0.5,0.395,0.14,0.7155,0.3165,0.176,0.24
id_000398,train,9.5,M,0.47,0.38,0.145,0.5865,0.2385,0.144,0.185
id_000399,train,13.5,M,0.535,0.44,0.15,0.6765,0.256,0.139,0.26
id_000400,train,12.5,M,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31
id_000401,train,10.5,F,0.485,0.365,0.12,0.5885,0.27,0.131,0.175
id_000402,train,10.5,M,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235
id_000403,test,NA,F,0.435,0.325,0.11,0.4335,0.178,0.0985,0.155
id_000404,test,NA,F,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2
id_000405,test,NA,I,0.44,0.345,0.12,0.365,0.1655,0.083,0.11
id_000406,valid,13.5,F,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24
id_000407,train,9.5,M,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15
id_000408,valid,17.5,M,0.59,0.485,0.12,0.911,0.39,0.182,0.29
id_000409,train,12.5,M,0.555,0.45,0.145,0.915,0.4,0.246,0.285
id_000410,test,NA,M,0.57,0.44,0.095,0.827,0.3395,0.2215,0.235
id_000411,test,NA,M,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34
id_000412,test,NA,M,0.585,0.475,0.12,0.945,0.41,0.2115,0.28
id_000413,valid,12.5,F,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28
id_000414,valid,13.5,M,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24
id_000415,valid,15.5,F,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39
id_000416,train,16.5,F,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36
id_000417,test,NA,F,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4
id_000418,train,21.5,M,0.63,0.515,0.165,1.352,0.488,0.349,0.45
id_000419,valid,17.5,F,0.63,0.5,0.155,1.005,0.367,0.199,0.36
id_000420,valid,14.5,M,0.545,0.41,0.14,0.625,0.223,0.16,0.235
id_000421,train,15.5,F,0.67,0.54,0.165,1.5015,0.518,0.358,0.505
id_000422,train,12.5,I,0.49,0.38,0.12,0.529,0.2165,0.139,0.155
id_000423,train,14.5,F,0.49,0.39,0.135,0.5785,0.2465,0.123,0.2
id_000424,train,9.5,I,0.29,0.225,0.07,0.101,0.036,0.0235,0.035
id_000425,train,7.5,I,0.26,0.2,0.07,0.092,0.037,0.02,0.03
id_000426,train,14.5,M,0.58,0.45,0.175,1.068,0.425,0.203,0.32
id_000427,test,NA,F,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33
id_000428,test,NA,M,0.6,0.5,0.16,1.015,0.3995,0.1735,0.33
id_000429,valid,22.5,F,0.56,0.455,0.125,0.943,0.344,0.129,0.375
id_000430,valid,19.5,F,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385
id_000431,test,NA,F,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295
id_000432,test,NA,M,0.6,0.47,0.155,1.036,0.4375,0.196,0.325
id_000433,train,19.5,M,0.565,0.455,0.17,0.9065,0.342,0.156,0.32
id_000434,test,NA,M,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255
id_000435,train,14.5,I,0.44,0.345,0.1,0.366,0.122,0.0905,0.12
id_000436,valid,12.5,M,0.5,0.41,0.15,0.662,0.2815,0.137,0.22
id_000437,valid,8.5,I,0.36,0.275,0.095,0.217,0.084,0.0435,0.09
id_000438,test,NA,I,0.385,0.305,0.095,0.252,0.0915,0.055,0.09
id_000439,train,10.5,M,0.39,0.3,0.09,0.3055,0.143,0.0645,0.085
id_000440,test,NA,M,0.5,0.415,0.165,0.6885,0.249,0.138,0.25
id_000441,train,11.5,I,0.36,0.275,0.11,0.2335,0.095,0.0525,0.085
id_000442,train,9.5,I,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07
id_000443,train,20.5,F,0.505,0.425,0.14,0.85,0.275,0.1625,0.285
id_000444,test,NA,I,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085
id_000445,train,11.5,F,0.41,0.325,0.105,0.3635,0.159,0.077,0.12
id_000446,train,10.5,F,0.56,0.455,0.19,0.714,0.283,0.129,0.275
id_000447,test,NA,M,0.565,0.435,0.185,0.9815,0.329,0.136,0.39
id_000448,test,NA,M,0.565,0.455,0.185,0.9265,0.354,0.1575,0.375
id_000449,test,NA,M,0.605,0.5,0.175,1.098,0.4765,0.232,0.375
id_000450,train,19.5,F,0.565,0.455,0.15,0.8205,0.365,0.159,0.26
id_000451,test,NA,M,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58
id_000452,train,17.5,F,0.675,0.535,0.16,1.41,0.592,0.3175,0.42
id_000453,train,18.5,F,0.665,0.555,0.195,1.4385,0.581,0.354,0.36
id_000454,train,12.5,F,0.565,0.49,0.155,0.9245,0.405,0.2195,0.255
id_000455,train,15.5,F,0.645,0.55,0.175,1.2915,0.57,0.3045,0.33
id_000456,train,12.5,M,0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24
id_000457,train,16.5,F,0.64,0.54,0.175,1.221,0.51,0.259,0.39
id_000458,test,NA,I,0.36,0.28,0.105,0.199,0.0695,0.045,0.08
id_000459,train,11.5,I,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995
id_000460,train,12.5,F,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235
id_000461,test,NA,M,0.38,0.285,0.1,0.2665,0.115,0.061,0.075
id_000462,test,NA,F,0.585,0.465,0.17,0.9915,0.3865,0.224,0.265
id_000463,train,7.5,I,0.24,0.185,0.07,0.0715,0.026,0.018,0.025
id_000464,train,6.5,I,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02
id_000465,train,7.5,I,0.255,0.195,0.07,0.0735,0.0255,0.02,0.025
id_000466,test,NA,I,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008
id_000467,test,NA,F,0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4
id_000468,train,14.5,M,0.655,0.53,0.195,1.388,0.567,0.2735,0.41
id_000469,test,NA,F,0.68,0.55,0.21,1.7445,0.5975,0.305,0.625
id_000470,valid,22.5,M,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465
id_000471,train,10.5,F,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185
id_000472,test,NA,F,0.515,0.405,0.12,0.646,0.2895,0.1405,0.177
id_000473,valid,10.5,I,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045
id_000474,train,12.5,F,0.52,0.405,0.12,0.627,0.2645,0.1415,0.181
id_000475,train,11.5,F,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765
id_000476,train,18.5,M,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645
id_000477,valid,10.5,F,0.465,0.35,0.115,0.421,0.1565,0.091,0.1345
id_000478,train,18.5,M,0.665,0.54,0.175,1.347,0.4955,0.254,0.415
id_000479,train,22.5,M,0.735,0.59,0.225,1.756,0.637,0.3405,0.58
id_000480,valid,17.5,M,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455
id_000481,valid,30.5,F,0.7,0.585,0.185,1.8075,0.7055,0.3215,0.475
id_000482,train,18.5,M,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3
id_000483,valid,16.5,M,0.57,0.465,0.125,0.849,0.3785,0.1765,0.24
id_000484,test,NA,F,0.58,0.46,0.15,0.9955,0.429,0.212,0.26
id_000485,train,13.5,M,0.63,0.48,0.145,1.0115,0.4235,0.237,0.305
id_000486,train,14.5,F,0.585,0.465,0.14,0.908,0.381,0.1615,0.315
id_000487,train,12.5,M,0.55,0.45,0.13,0.92,0.378,0.2385,0.29
id_000488,train,16.5,F,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36
id_000489,test,NA,M,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235
id_000490,train,15.5,F,0.57,0.455,0.165,1.0595,0.44,0.2195,0.285
id_000491,train,15.5,M,0.59,0.455,0.145,1.073,0.475,0.19,0.285
id_000492,test,NA,M,0.58,0.46,0.13,0.921,0.357,0.181,0.29
id_000493,train,12.5,F,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41
id_000494,test,NA,M,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415
id_000495,train,18.5,M,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37
id_000496,test,NA,F,0.625,0.5,0.15,0.953,0.3445,0.2235,0.305
id_000497,test,NA,F,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48
id_000498,test,NA,F,0.605,0.485,0.165,1.0105,0.435,0.209,0.3
id_000499,valid,12.5,F,0.615,0.525,0.155,1.0385,0.427,0.2315,0.345
id_000500,train,11.5,M,0.555,0.45,0.175,0.874,0.3275,0.202,0.305
id_000501,train,13.5,F,0.58,0.44,0.18,0.854,0.3665,0.1635,0.245
id_000502,valid,24.5,F,0.62,0.52,0.225,1.1835,0.378,0.27,0.395
id_000503,train,16.5,F,0.62,0.47,0.225,1.115,0.378,0.2145,0.36
id_000504,train,14.5,F,0.6,0.505,0.19,1.129,0.4385,0.256,0.36
id_000505,train,18.5,F,0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42
id_000506,test,NA,M,0.6,0.47,0.175,1.105,0.4865,0.247,0.315
id_000507,train,13.5,M,0.56,0.46,0.235,0.8395,0.3325,0.157,0.305
id_000508,valid,16.5,M,0.585,0.455,0.225,1.055,0.3815,0.221,0.365
id_000509,test,NA,M,0.56,0.435,0.18,0.889,0.36,0.204,0.25
id_000510,train,17.5,I,0.56,0.445,0.155,0.8735,0.3005,0.209,0.275
id_000511,valid,11.5,I,0.68,0.53,0.185,1.1095,0.439,0.245,0.34
id_000512,train,11.5,F,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135
id_000513,train,11.5,F,0.49,0.38,0.145,0.6725,0.249,0.181,0.21
id_000514,valid,7.5,M,0.31,0.22,0.085,0.146,0.061,0.0365,0.045
id_000515,valid,6.5,F,0.275,0.195,0.07,0.08,0.031,0.0215,0.025
id_000516,train,7.5,M,0.27,0.195,0.08,0.1,0.0385,0.0195,0.03
id_000517,train,10.5,M,0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075
id_000518,train,6.5,M,0.28,0.2,0.08,0.0915,0.033,0.0215,0.03
id_000519,train,5.5,M,0.325,0.23,0.09,0.147,0.06,0.034,0.045
id_000520,train,7.5,F,0.345,0.25,0.09,0.203,0.078,0.059,0.055
id_000521,valid,4.5,M,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01
id_000522,valid,6.5,F,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055
id_000523,train,10.5,I,0.365,0.26,0.115,0.218,0.0935,0.0445,0.07
id_000524,train,6.5,M,0.2,0.14,0.055,0.035,0.0145,0.008,0.01
id_000525,train,5.5,M,0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015
id_000526,test,NA,M,0.175,0.125,0.04,0.024,0.0095,0.006,0.005
id_000527,valid,4.5,M,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005
id_000528,valid,15.5,F,0.57,0.445,0.155,0.733,0.282,0.159,0.235
id_000529,test,NA,F,0.57,0.45,0.16,0.9715,0.3965,0.255,0.26
id_000530,test,NA,M,0.385,0.3,0.095,0.24,0.0885,0.059,0.085
id_000531,train,21.5,I,0.53,0.42,0.185,0.752,0.299,0.156,0.205
id_000532,train,14.5,F,0.46,0.355,0.13,0.458,0.192,0.1055,0.13
id_000533,test,NA,I,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155
id_000534,train,10.5,F,0.435,0.335,0.11,0.38,0.1695,0.086,0.11
id_000535,test,NA,I,0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145
id_000536,train,12.5,I,0.465,0.38,0.13,0.454,0.1895,0.08,0.155
id_000537,train,12.5,I,0.52,0.405,0.14,0.5775,0.2,0.145,0.179
id_000538,test,NA,M,0.29,0.23,0.075,0.1165,0.043,0.0255,0.04
id_000539,train,6.5,M,0.275,0.205,0.07,0.094,0.0335,0.02,0.0325
id_000540,train,11.5,F,0.375,0.29,0.115,0.2705,0.093,0.066,0.0885
id_000541,train,16.5,F,0.5,0.375,0.14,0.604,0.242,0.1415,0.179
id_000542,test,NA,F,0.44,0.355,0.115,0.415,0.1585,0.0925,0.131
id_000543,train,16.5,M,0.42,0.325,0.115,0.2885,0.1,0.057,0.1135
id_000544,train,9.5,M,0.445,0.35,0.115,0.3615,0.1565,0.0695,0.117
id_000545,train,11.5,F,0.38,0.29,0.105,0.257,0.099,0.051,0.085
id_000546,test,NA,M,0.32,0.245,0.075,0.1555,0.0585,0.038,0.049
id_000547,test,NA,M,0.255,0.195,0.065,0.08,0.0315,0.018,0.027
id_000548,train,8.5,M,0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155
id_000549,train,13.5,F,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23
id_000550,valid,12.5,I,0.555,0.425,0.18,0.875,0.3695,0.2005,0.255
id_000551,valid,18.5,I,0.65,0.515,0.16,1.1625,0.495,0.203,0.33
id_000552,train,14.5,I,0.615,0.49,0.155,0.9885,0.4145,0.195,0.345
id_000553,train,13.5,I,0.56,0.44,0.165,0.8,0.335,0.1735,0.25
id_000554,valid,14.5,I,0.48,0.37,0.12,0.514,0.2075,0.131,0.155
id_000555,valid,10.5,I,0.485,0.39,0.125,0.591,0.287,0.141,0.12
id_000556,train,11.5,I,0.5,0.385,0.15,0.6265,0.2605,0.1665,0.16
id_000557,train,15.5,I,0.525,0.405,0.15,0.795,0.3075,0.205,0.255
id_000558,train,13.5,F,0.66,0.5,0.165,1.1905,0.4585,0.298,0.37
id_000559,valid,14.5,F,0.66,0.53,0.17,1.326,0.519,0.2625,0.44
id_000560,test,NA,I,0.52,0.4,0.145,0.66,0.267,0.1055,0.22
id_000561,test,NA,F,0.44,0.34,0.105,0.364,0.148,0.0805,0.1175
id_000562,train,14.5,I,0.515,0.4,0.12,0.659,0.2705,0.179,0.17
id_000563,train,12.5,F,0.475,0.35,0.115,0.452,0.1715,0.092,0.155
id_000564,valid,12.5,F,0.545,0.415,0.15,0.7335,0.2795,0.163,0.2185
id_000565,valid,15.5,F,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185
id_000566,valid,11.5,M,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06
id_000567,train,13.5,I,0.485,0.355,0.13,0.581,0.245,0.132,0.168
id_000568,train,13.5,I,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096
id_000569,train,8.5,M,0.28,0.21,0.08,0.1085,0.041,0.0265,0.0345
id_000570,test,NA,F,0.41,0.32,0.115,0.387,0.165,0.1005,0.0985
id_000571,train,17.5,I,0.45,0.35,0.14,0.474,0.21,0.109,0.1275
id_000572,train,15.5,I,0.45,0.345,0.135,0.443,0.1975,0.0875,0.1175
id_000573,train,21.5,F,0.59,0.455,0.155,1.066,0.382,0.2275,0.415
id_000574,test,NA,F,0.57,0.44,0.14,0.9535,0.3785,0.201,0.305
id_000575,valid,11.5,I,0.61,0.475,0.15,0.9665,0.4145,0.2,0.345
id_000576,train,12.5,F,0.61,0.475,0.14,1.133,0.5275,0.2355,0.35
id_000577,train,11.5,I,0.56,0.425,0.14,0.9175,0.4005,0.1975,0.26
id_000578,test,NA,F,0.585,0.435,0.175,0.982,0.4055,0.2495,0.27
id_000579,test,NA,I,0.58,0.445,0.15,0.8865,0.383,0.209,0.255
id_000580,valid,18.5,F,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515
id_000581,train,12.5,F,0.625,0.49,0.175,1.233,0.5565,0.247,0.365
id_000582,test,NA,I,0.55,0.425,0.15,0.806,0.376,0.171,0.245
id_000583,train,20.5,F,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435
id_000584,train,14.5,I,0.46,0.355,0.14,0.4935,0.216,0.133,0.115
id_000585,train,12.5,F,0.41,0.305,0.1,0.363,0.1735,0.065,0.11
id_000586,train,12.5,I,0.495,0.39,0.125,0.6655,0.284,0.162,0.2
id_000587,train,11.5,I,0.52,0.425,0.17,0.6805,0.28,0.174,0.195
id_000588,train,14.5,F,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25
id_000589,test,NA,M,0.45,0.335,0.14,0.4625,0.164,0.076,0.15
id_000590,valid,14.5,F,0.405,0.31,0.12,0.3095,0.138,0.058,0.095
id_000591,train,14.5,I,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235
id_000592,train,10.5,F,0.37,0.29,0.115,0.25,0.111,0.057,0.075
id_000593,valid,19.5,I,0.525,0.41,0.175,0.874,0.3585,0.207,0.205
id_000594,train,20.5,F,0.66,0.52,0.18,1.514,0.526,0.2975,0.42
id_000595,valid,13.5,M,0.535,0.42,0.15,0.6995,0.2575,0.153,0.24
id_000596,train,14.5,I,0.575,0.455,0.18,0.8525,0.3015,0.1825,0.3
id_000597,train,10.5,F,0.55,0.43,0.14,0.7135,0.2565,0.186,0.225
id_000598,train,14.5,I,0.605,0.47,0.14,0.939,0.3385,0.201,0.32
id_000599,train,13.5,I,0.605,0.495,0.145,1.054,0.369,0.2255,0.36
id_000600,train,17.5,F,0.56,0.445,0.195,0.981,0.305,0.2245,0.335
id_000601,valid,18.5,I,0.535,0.42,0.145,0.926,0.398,0.1965,0.25
id_000602,valid,11.5,F,0.385,0.315,0.11,0.286,0.1225,0.0635,0.0835
id_000603,train,14.5,F,0.39,0.3,0.1,0.265,0.1075,0.06,0.0865
id_000604,valid,12.5,I,0.47,0.345,0.115,0.4885,0.2005,0.108,0.166
id_000605,test,NA,I,0.515,0.39,0.14,0.5555,0.2,0.1135,0.2235
id_000606,test,NA,I,0.425,0.345,0.125,0.425,0.16,0.0795,0.154
id_000607,test,NA,M,0.345,0.27,0.09,0.195,0.078,0.0455,0.059
id_000608,train,11.5,I,0.485,0.37,0.13,0.458,0.181,0.113,0.136
id_000609,test,NA,M,0.37,0.285,0.1,0.228,0.0675,0.0675,0.081
id_000610,train,13.5,M,0.35,0.265,0.09,0.1775,0.0575,0.042,0.068
id_000611,valid,13.5,F,0.44,0.345,0.17,0.4085,0.15,0.0825,0.1515
id_000612,train,5.5,M,0.195,0.145,0.05,0.032,0.01,0.008,0.012
id_000613,train,10.5,M,0.325,0.24,0.075,0.155,0.0475,0.0355,0.06
id_000614,train,19.5,I,0.495,0.37,0.125,0.4775,0.185,0.0705,0.169
id_000615,valid,16.5,I,0.45,0.35,0.145,0.525,0.2085,0.1,0.1655
id_000616,train,14.5,M,0.415,0.345,0.135,0.3865,0.128,0.07,0.148
id_000617,train,13.5,F,0.47,0.355,0.14,0.433,0.1525,0.095,0.152
id_000618,train,8.5,M,0.32,0.24,0.085,0.17,0.0655,0.047,0.049
id_000619,train,10.5,M,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044
id_000620,train,8.5,M,0.235,0.17,0.055,0.0515,0.018,0.0105,0.0195
id_000621,valid,11.5,M,0.345,0.255,0.08,0.169,0.06,0.0425,0.054
id_000622,train,19.5,I,0.485,0.38,0.14,0.673,0.2175,0.13,0.195
id_000623,train,13.5,F,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195
id_000624,train,18.5,F,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17
id_000625,train,16.5,I,0.465,0.36,0.105,0.498,0.214,0.116,0.14
id_000626,train,13.5,F,0.525,0.405,0.16,0.658,0.2655,0.1125,0.225
id_000627,test,NA,F,0.425,0.335,0.095,0.322,0.1205,0.061,0.125
id_000628,train,9.5,F,0.38,0.305,0.095,0.2815,0.1255,0.0525,0.09
id_000629,train,22.5,I,0.53,0.415,0.145,0.944,0.3845,0.185,0.265
id_000630,valid,11.5,M,0.34,0.265,0.085,0.1835,0.077,0.046,0.065
id_000631,valid,10.5,I,0.475,0.365,0.115,0.49,0.223,0.1235,0.1335
id_000632,train,8.5,F,0.43,0.34,0.12,0.391,0.1555,0.095,0.1405
id_000633,train,11.5,M,0.46,0.365,0.125,0.467,0.1895,0.0945,0.158
id_000634,test,NA,I,0.47,0.36,0.13,0.5225,0.198,0.1065,0.165
id_000635,train,10.5,M,0.36,0.295,0.1,0.2105,0.066,0.0525,0.075
id_000636,train,9.5,M,0.355,0.265,0.09,0.168,0.05,0.041,0.063
id_000637,test,NA,M,0.38,0.235,0.1,0.258,0.1055,0.054,0.08
id_000638,train,7.5,M,0.355,0.26,0.085,0.1905,0.081,0.0485,0.055
id_000639,train,15.5,I,0.44,0.345,0.12,0.487,0.1965,0.108,0.16
id_000640,train,14.5,F,0.51,0.4,0.13,0.5735,0.219,0.1365,0.195
id_000641,valid,8.5,M,0.325,0.24,0.085,0.173,0.0795,0.038,0.05
id_000642,train,14.5,I,0.62,0.485,0.18,1.1785,0.4675,0.2655,0.39
id_000643,valid,20.5,F,0.59,0.45,0.16,0.9,0.358,0.156,0.315
id_000644,train,8.5,M,0.33,0.255,0.095,0.1875,0.0735,0.045,0.06
id_000645,valid,10.5,M,0.45,0.34,0.13,0.3715,0.1605,0.0795,0.105
id_000646,train,12.5,I,0.445,0.33,0.12,0.347,0.12,0.084,0.105
id_000647,test,NA,M,0.33,0.215,0.075,0.1145,0.045,0.0265,0.035
id_000648,valid,10.5,M,0.48,0.375,0.145,0.777,0.216,0.13,0.17
id_000649,test,NA,I,0.46,0.35,0.12,0.4885,0.193,0.105,0.155
id_000650,valid,10.5,F,0.475,0.36,0.125,0.447,0.1695,0.081,0.14
id_000651,train,6.5,M,0.255,0.18,0.065,0.079,0.034,0.014,0.025
id_000652,valid,7.5,I,0.335,0.245,0.09,0.1665,0.0595,0.04,0.06
id_000653,train,12.5,I,0.47,0.35,0.13,0.466,0.1845,0.099,0.145
id_000654,train,8.5,M,0.31,0.225,0.08,0.1345,0.054,0.024,0.05
id_000655,test,NA,F,0.37,0.28,0.11,0.2305,0.0945,0.0465,0.075
