obs_id,train_id,median_house_value,population,latitude,longitude,total_units,vacant_units,median_rooms,mean_household_size_owners,mean_household_size_renters,built_2005_or_later,built_2000_to_2004,built_1990s,built_1980s,built_1970s,built_1960s,built_1950s,built_1940s,built_1939_or_earlier,bedrooms_0,bedrooms_1,bedrooms_2,bedrooms_3,bedrooms_4,bedrooms_5_or_more,owners,renters
id_000133,train,312600,2728,33.997655,-118.322587,950,50,5.1,3.03,2.66,0,0,0.7,1.5,7.1,4.2,12.9,19.2,54.4,7.9,13.6,40,28.6,9.9,0,42.7,57.3
id_000134,test,NA,1439,39.855877,-75.357324,675,263,5.9,3.18,3.37,0,0,37,0,11.7,0,9.2,12.1,29.9,1.5,10.7,1.9,68.9,11.7,5.3,39.6,60.4
id_000135,train,320200,5311,33.95612,-118.347792,2208,56,3.9,2.68,2.75,0.4,0,5.3,19.1,10.4,33.1,12.8,13,6,5.5,31.9,49.1,10,3.4,0,25.2,74.8
id_000136,test,NA,3981,40.225637999999996,-74.807556,1487,77,7.7,2.86,2.31,2,0,6,2.1,12.4,16,35.4,14.3,11.8,0,2.7,14.9,38.6,32,11.8,86.4,13.6
id_000137,test,NA,2522,40.483658,-79.937326,1283,108,5.9,2.3,2.58,0.5,0,0.4,0.5,0,9.5,36.5,18.2,34.5,0,1.8,39.2,48.9,8.7,1.3,81.8,18.2
id_000138,test,NA,2429,39.835853,-75.399409,1184,185,5.4,3.02,2.81,1.7,23.9,10.7,0,4.2,4,12.8,17.8,24.9,1,13.9,32.7,43.9,7.6,0.8,33.2,66.8
id_000139,train,305100,3943,34.026128,-117.318584,1518,38,5.5,2.9,2.43,3.1,4.1,0.7,27.1,38.8,16.3,4.2,2.6,3.1,5.3,6.5,21.5,44.8,18.8,3,64.4,35.6
id_000140,test,NA,2819,40.016712,-75.159277,1516,319,5,2.61,2.56,0,0.2,0,13.2,9.2,2.1,21.8,17.4,36.1,2.6,21,35.6,34.9,3.1,2.9,43,57
id_000141,train,185500,8895,36.711648,-119.568263,2973,129,5.3,3.24,2.93,15.4,17.4,7,14.2,13.1,10.8,6.6,7.1,8.4,1.1,10.1,24.5,45.3,17.1,1.9,54.4,45.6
id_000142,valid,593800,5334,37.31952,-121.963969,2441,116,3.8,2.4,2.23,0.7,2.8,4.8,20.6,31.5,24.9,9,5.2,0.5,1.3,37.7,43.5,13.8,2.9,0.8,26.4,73.6
id_000143,test,NA,4078,41.424607,-78.733005,1963,174,6.2,2.31,2.19,0.4,0,0.7,5.8,6.8,8.7,17.3,13.3,47,0.9,8.7,19.6,52,15.1,3.7,71.5,28.5
id_000144,valid,636600,3412,33.082167,-117.0874,1320,68,6.9,2.77,2.21,2.5,12.1,23.1,24.8,22.7,7,4.8,3,0,0,5.2,2.8,49.1,38,5,88.3,11.7
id_000145,valid,202700,4931,37.975914,-121.329194,1887,178,5.2,2.92,3.65,2.5,0.9,0,1.3,10.5,12.9,43.5,26,2.4,0.7,4.8,35.7,46.4,11.3,1.1,61.2,38.8
id_000146,test,NA,3640,40.767591,-76.648736,1739,176,6.4,2.38,2.09,2.9,2.4,8.2,7.8,12.8,4.7,7.3,9,45,0,4.8,28.1,45.2,14.7,7.2,85.5,14.5
id_000147,train,530900,1371,34.54203,-118.128434,407,27,6.4,2.52,3.69,13,2.2,8.8,23.6,18.9,24.1,5.7,0,3.7,0,4.7,7.6,58.7,25.8,3.2,95.8,4.2
id_000148,train,207200,1984,38.139673,-121.624429,963,187,4.6,2.25,1.64,7.4,9.6,9.9,6.3,32.5,3.6,8.8,14.5,7.4,6.3,17.3,46.5,24.4,5.4,0,74.1,25.9
id_000149,test,NA,1157,40.27741,-76.889939,628,179,5.7,2.63,2.59,10.8,9.9,0,7.8,2.1,5.6,0,1.4,62.4,2.9,8.9,18.9,48.2,10,11,37.2,62.8
id_000150,test,NA,4597,40.094543,-75.206626,1845,74,6.8,2.48,1.97,0,0,3.5,13.3,9.9,13.9,30.8,9.1,19.5,7.1,5.1,14.6,42.3,26.3,4.5,73.5,26.5
id_000151,valid,616100,5911,34.019626,-118.412038,2825,37,3.3,2.87,2.34,3.2,2.1,7.5,7.8,21.9,23.1,12.7,11.4,10.2,8.4,38.6,41.2,10.2,0.7,1,13.8,86.2
id_000152,train,481200,3311,33.803903,-118.316777,1291,77,4.6,2.95,2.71,0,6.4,4.2,11.2,19.2,19.1,20.3,5.7,14,0,23.7,33.8,31.9,9.3,1.3,56.8,43.2
id_000153,train,347400,6366,33.91715,-118.203684,1489,54,4.9,4.26,4.01,0.1,2.7,1.1,3.3,5.7,6.6,26.3,28.8,25.3,1.3,9.6,34,39.7,13.2,2.2,76.5,23.5
id_000154,valid,460600,2853,34.289604,-118.459964,730,44,6,3.64,4.46,0,9.5,46.8,5.1,1.8,2.7,26.7,6,1.4,0.8,0.8,10.3,57.1,30,1,89.9,10.1
id_000155,train,215700,5542,36.816358,-119.690261,1863,151,5.2,3.09,3.5,1,3.1,7.7,14.4,55.3,3.4,10.8,3.3,1.1,1.8,2.8,26,56.3,12.8,0.3,54.6,45.4
id_000156,train,279000,6969,38.223712,-120.632002,3411,556,5,2.11,2.13,1.1,8,13.7,19.7,23.2,11.4,10.9,4.5,7.4,0.7,8,37,43.4,7.7,3.3,72.8,27.2
id_000157,test,NA,4155,40.140745,-75.314318,1763,73,6,2.4,1.74,4.9,10,7.4,10,9.9,18.9,25.9,4.4,8.6,2.4,12.5,13.7,48.6,22.9,0,77,23
id_000158,test,NA,2568,40.45456,-80.063731,1274,206,5.8,2.14,2.16,0,0,3.3,3.8,8.6,9.3,11.4,7.5,56.2,0,6.8,31.1,48.9,11.3,1.9,68.6,31.4
id_000159,train,375900,4510,33.784615,-118.162891,1304,85,3.8,4.32,3.57,2.5,2.1,1.5,13.8,11.1,20.2,20.9,3.5,24.4,6.7,28.1,44.3,18.8,0,2.1,21,79
id_000160,train,627100,3299,33.894789,-117.78248,1049,0,6.7,3.06,3.76,9.2,0,2.1,17.8,56.4,13.8,0.7,0,0,0.6,0,2.4,47.4,38.1,11.5,83.9,16.1
id_000161,test,NA,4170,41.413075,-75.651237,1971,433,5.7,2.64,2.41,0,0.5,0,3.1,6.3,0.7,2.9,7.9,78.5,2.2,16.2,25.5,29.4,15.8,10.8,47.2,52.8
id_000162,test,NA,5411,40.16249,-78.376404,2240,309,6.2,2.82,2.1,5,6.9,17.9,10.9,15.2,8.6,7.4,1.9,26.2,1.1,3.3,22.5,53.8,15.4,4,86.9,13.1
id_000163,test,NA,3835,40.401467,-80.467115,1644,105,6,2.6,2.48,3.3,5.4,18.8,10,13.2,15.3,14.1,6.3,13.7,0,2.4,21.4,60,13.2,3,87.5,12.5
id_000164,test,NA,2323,41.366063,-74.740498,1165,225,5.9,2.5,2.18,4.5,13.1,8.2,21.9,11.9,10.4,4.6,10,15.5,0.3,9.5,27.8,42.7,15.2,4.5,77.4,22.6
id_000165,test,NA,4917,40.592556,-75.426796,1958,49,6.1,2.58,1.92,1.2,2,1.8,14.4,18,19.8,17.4,6.6,18.7,0,7.7,19.1,53.2,17.7,2.3,84.7,15.3
id_000166,valid,895500,5397,37.333742,-122.049284,1909,107,4.2,2.69,2.58,0.7,2,8.2,19.7,31.7,23.1,11.5,2.5,0.6,0.6,25.8,38.7,17.7,10.8,6.3,43.8,56.2
id_000167,valid,373100,6511,33.955856,-118.357204,2133,58,4,3.34,3.21,0,1.5,3.6,15.7,19.9,17.6,21.2,14.8,5.6,8.9,27.8,40.3,19.1,1.5,2.5,18.3,81.7
id_000168,train,336800,5171,37.965824,-122.334312,1654,136,4.7,3.49,2.9,6,11.7,2.6,4.5,14.9,15.4,21.3,23,0.6,0.7,12.8,26.9,49.9,6.8,3,60.9,39.1
id_000169,test,NA,3828,41.428184,-75.257554,4073,2504,6,2.32,2.92,2.8,7.3,13.1,29.5,20.8,9.4,9.9,2.1,5.1,0,4.1,20.2,55,17.5,3.2,89.2,10.8
id_000170,test,NA,4419,40.005755,-75.143191,1683,333,5.8,3.1,3.92,1.2,1.1,0.8,0,8.4,0.9,12.5,27.2,47.8,1.9,7.1,27.4,46,15.5,2,54,46
id_000171,train,505800,5198,34.111975,-118.229842,1813,64,5,2.95,3.28,1.2,2.5,5.4,12.1,10,15.7,13.2,19.8,20.1,0.4,20,35.1,36.2,5.1,3.2,66.6,33.4
id_000172,test,NA,3939,39.978267,-75.161603,1453,418,4.3,3.66,2.75,9.6,7.6,28.6,4.3,0,6.2,7.3,8.8,27.5,14.6,21,18.5,30.6,9.7,5.6,26.7,73.3
id_000173,test,NA,4994,40.063961,-76.244171,1989,21,6.2,2.61,2.24,2.7,4,5.8,21.8,21.6,11.2,16.5,4.7,11.8,0.6,6.7,27.4,44.7,13.5,7.1,66,34
id_000174,valid,370000,4218,34.080478,-118.138386,1445,26,3.8,2.67,2.86,0,1.1,2.6,12.5,23.8,12.5,26.6,12.8,8.1,6.3,27.5,51.6,8.1,4.8,1.6,13.5,86.5
id_000175,test,NA,8430,40.820072,-77.892841,4262,614,4.7,2.22,2.21,5.2,14.5,25.4,22.8,18.1,4.6,2.6,1.9,4.8,0.7,16.7,31.5,34.2,14.4,2.4,28,72
id_000176,test,NA,3070,40.097534,-75.372243,1323,149,6.5,2.56,3.22,0,2,0.8,5.2,2,9.4,66.5,13.4,0.8,0,3.1,18.7,42.2,33.4,2.6,90,10
id_000177,test,NA,5146,41.052063,-76.254635,2443,167,5.6,2.44,2.37,2,2.2,5.9,6.6,12.4,3.8,12,10.8,44.2,0,17.7,33.2,35.4,10.9,2.8,64.3,35.7
id_000178,test,NA,1887,42.113146,-80.080444,1036,244,4.2,2.98,1.75,0,0,0,14.3,16.5,7.2,7.8,0.6,53.6,3.7,36.4,30,15.6,10.1,4.2,21.3,78.7
id_000179,test,NA,3413,39.974562,-75.355619,1355,50,6.6,2.75,2.57,2.1,0.9,3,1.3,5.3,11.2,52,20.8,3.2,1.3,5.5,13.3,46.9,28.7,4.4,86.9,13.1
id_000180,test,NA,5774,40.207339,-74.890707,2121,35,8,2.92,1.77,7.1,16.4,15,54.9,3.4,0.8,0.4,1.4,0.6,0,7.2,9.5,20.8,57.2,5.3,85.7,14.3
id_000181,test,NA,2057,40.453071,-79.959808,1169,254,6,1.99,2.23,0,2.1,1.1,5.6,2.5,0,8.9,8.6,71.3,0,5.6,28.1,45.6,13.5,7.3,69.9,30.1
id_000182,train,429900,2777,33.868162,-118.299385,1218,56,4.9,2.94,2.05,0,15.9,2.8,4.4,11.2,30.2,20.9,9.1,5.5,0,10.3,36.9,37.8,11.6,3.3,71.9,28.1
id_000183,test,NA,2700,39.737394,-77.103434,988,6,6.7,2.86,1.54,8.2,13.3,14.2,15.9,11.8,5.6,10.7,2.3,18,0,0.6,12.8,57.5,22.6,6.6,88.7,11.3
id_000184,train,198100,3102,32.835685,-116.974502,1480,142,4.5,2.11,1.93,6.9,8,1.8,13.4,37.1,23.3,9.5,0,0,2.6,11.3,58.4,18.4,8.9,0.3,57.5,42.5
id_000185,valid,857100,3391,34.010027,-118.44721,1404,56,6,2.53,3.84,0,2.1,0,0.7,1.7,4.5,65.2,24.9,0.9,0,0,18.4,57.5,20.1,3.9,92.3,7.7
id_000186,train,560500,4034,33.850852,-117.816157,1252,108,6.2,3.26,3.86,0.6,4.7,0.8,2.6,41.2,41.8,7.3,0.6,0.5,0,0.8,2.2,47.8,43.6,5.7,80.2,19.8
id_000187,train,207800,3819,38.256104,-122.027842,1186,91,4.7,2.7,3.56,4.4,2.4,0,9.4,14.8,13.2,48.4,6.1,1.3,0.4,5,36.6,53,4.3,0.8,38.6,61.4
id_000188,test,NA,3895,40.123886,-76.832496,1704,47,6.1,2.5,2.62,1.9,8.5,18.8,21.8,24.4,5.5,2.3,2.8,14,0,4.5,24.2,50.3,18.7,2.3,89.5,10.5
id_000189,train,545100,5067,33.79397,-117.794594,1827,89,6,2.86,2.42,0,1.3,14.7,40.1,28.7,13.6,1,0.5,0,0,2.7,29,35.1,29.8,3.4,85.4,14.6
id_000190,train,254200,5830,33.911291,-117.472618,1835,166,4.3,3.02,3.31,10.3,1.2,13.6,19.5,17.5,20,16.9,0,1,1.1,21.8,37.5,24.3,14.7,0.5,42.1,57.9
id_000191,test,NA,2859,40.197952,-79.925315,1651,322,5.1,2.55,1.95,0,0,0,7.1,5.2,10.5,21.4,11.6,44.1,1.9,16.8,34.6,37.3,8.1,1.3,53,47
id_000192,test,NA,4764,40.541941,-79.176576,1907,119,5.8,2.57,2.93,4.7,6.4,5.1,9.4,14.1,4.8,9.8,2.6,43.1,4.4,2.8,25.6,51.7,15.4,0.1,75,25
id_000193,test,NA,2717,40.764047,-80.441234,1124,48,6.1,2.34,2.79,4.2,7.7,14.2,5.2,21.1,7.5,20.6,7.4,12.2,0,2.8,21.2,58.4,12.8,4.9,88.8,11.2
id_000194,train,155800,3018,34.147634,-115.970454,2424,1226,4,2.29,2.1,3.1,1,3.7,7.8,12,13.4,31.3,26.2,1.5,12.7,25.6,30,24.9,6.8,0,67.2,32.8
id_000195,test,NA,2103,40.853009,-79.924112,1003,141,6,2.48,2.7,0,3.7,1.3,4.4,2.8,11.7,25.2,16.7,34.2,0,9.5,20.9,54.9,13.1,1.6,78.5,21.5
id_000196,train,460600,4037,34.196853,-118.452837,1329,94,3.8,3.95,2.93,1.5,0,1.8,21.7,20.9,21,19.5,12.5,1.1,12.9,32.4,27.3,21.1,6.2,0,26.4,73.6
id_000197,valid,860200,1552,37.854428,-122.257223,812,47,4.4,2.31,1.74,0,0,0,0.7,9.2,1.1,7.1,8.4,73.4,6.4,37.6,22.9,17.4,9.4,6.4,32.4,67.6
id_000198,test,NA,2616,42.18197,-79.95116,1131,49,6.5,2.34,1.87,3.3,3.1,2.6,8.8,16.4,7.3,20.9,15.6,22,0,13.1,26.4,37.6,20.5,2.4,81.2,18.8
id_000199,train,423900,3854,35.339142,-119.120288,1522,77,7.2,2.52,2.53,5.1,34.5,54.9,1.3,1.7,0,0.6,0,1.9,0,0.5,19.1,33.2,41.1,6.1,92.5,7.5
id_000200,valid,375800,3295,37.352404,-121.870448,1021,60,3.5,2.31,3.45,1.2,18.1,4.3,22.3,17.2,4.4,9.3,5.5,17.6,2.1,49.9,34.9,12.5,0.7,0,27.2,72.8
id_000201,train,444300,4530,34.043944,-118.320597,1485,93,3.8,4.07,3.11,0,0,3.4,6,4.4,14.7,16.2,14.7,40.5,12.4,28.4,36.3,16.4,5.5,1.1,20,80
id_000202,valid,334700,3014,33.925121,-118.246933,822,78,4.8,3.81,3.18,0.1,5.5,4.1,1.2,1.2,4.7,19.6,40.5,23,10.3,11.7,33.7,38.8,5.5,0,50.1,49.9
id_000203,valid,341700,4969,33.766869,-118.189476,3526,738,3.3,1.67,1.69,17.7,15.6,9.8,3.4,5.2,12.1,5.9,0.9,29.3,14.9,42.3,37.1,4.7,0.6,0.4,37.7,62.3
id_000204,train,345100,5947,33.99151,-117.901038,1860,75,4.8,2.96,3.72,0,0.3,3.8,4.4,56.6,18.3,15.6,1.1,0,0.9,10.1,27.4,37.4,22.9,1.3,53.8,46.2
id_000205,valid,477000,6992,33.927748,-118.35737,2263,221,3.9,4.66,3.22,1.3,0,7.1,12,10.6,30.6,19.3,15.5,3.6,0.9,40.7,37,14.7,6.7,0,15.6,84.4
id_000206,valid,387600,4389,34.006138,-118.251089,959,55,4.5,4.84,4.39,5.8,4.4,2.2,20.4,9.5,2.8,3.8,25.4,25.7,12.1,19,32.3,25,7,4.6,34.2,65.8
id_000207,test,NA,4049,40.386922,-79.982359,2041,250,5.7,2.47,1.94,0,0.7,2.2,0.4,4.2,10.3,26.6,10.7,44.9,0,9.7,28,48.8,10.8,2.7,71.5,28.5
id_000208,valid,291400,7826,34.042631,-117.456112,1958,57,6.4,4.11,5.12,6.9,9.8,56.9,21.3,0.6,3.3,1.2,0,0,0,0.5,1.4,48.2,36.9,13,91.2,8.8
id_000209,valid,388800,3191,38.803222,-121.288798,937,0,7,3.2,2.92,3.7,90.1,2.5,0,0,2.5,0,1.3,0,0,0,0,37.6,46,16.4,94.5,5.5
id_000210,test,NA,5220,40.038323,-76.110403,1535,75,6.6,3.9,2.9,5.7,6.3,12,11.6,13.1,4.9,11,5.9,29.5,0,6.8,16.9,30,24.7,21.5,66.2,33.8
id_000211,train,446800,6922,33.824773,-117.972064,2349,41,3.9,2.93,3.12,1.1,2.7,13.2,11.1,24.4,14,32.9,0,0.4,0.6,29.5,31.1,28,9.6,1.2,39.3,60.7
id_000212,test,NA,5249,40.462533,-79.710834,2226,144,6.2,2.7,2.31,1.2,1,3.8,9.2,23.6,47.9,9.1,2.2,2,1.2,1.3,28.2,51.3,16.7,1.3,64.3,35.7
id_000213,test,NA,7561,40.235285,-76.085209,2788,97,6.6,2.85,2.72,9.5,11.5,29.8,14.9,9.7,3,7.1,1.6,12.9,0.4,2.3,22.8,46.4,23.3,4.8,82.6,17.4
id_000214,train,181300,7835,37.237195,-120.998895,3205,320,5.2,3.12,3.57,0,13.4,12.1,14.2,16.8,10.2,8.3,9,16,1.7,8.3,24.7,44.6,19.7,1,58.1,41.9
id_000215,train,399100,3832,37.715228,-122.135031,1397,172,5.4,2.6,3.5,0,0,0,6.4,2.6,6.7,28.6,53.7,2,0.9,1.5,45.7,41.9,9.5,0.5,81.1,18.9
id_000216,test,NA,3160,40.339854,-75.859719,1336,59,5.9,2.49,2.63,1.5,3.7,5.2,10.8,30.6,16.7,19.9,4.6,7,0,1.7,23.3,54.9,18.6,1.5,88.4,11.6
id_000217,train,221800,2295,38.586227,-121.317154,871,16,4.5,2.15,3.11,0,0,2.1,15.4,44.3,32.5,5.3,0.5,0,3.7,13.2,39.2,26.2,11.8,6,29.6,70.4
id_000218,test,NA,5700,40.275625,-78.874608,2512,0,6,2.4,2.02,0.5,3.2,9.2,2.7,29.2,16.3,21.9,6.8,10.2,1,4.3,25.8,48.5,17.4,3.1,69.8,30.2
id_000219,test,NA,5658,40.472072,-80.136386,2337,139,6.5,2.7,1.84,7.1,19.7,17.1,15.4,12.8,8.8,10.3,4.7,4.2,1.6,9.7,16.5,40.4,29.3,2.5,76.8,23.2
id_000220,test,NA,4161,42.073854,-80.10485,2084,140,4.6,2.19,1.76,5.9,11.2,30,13,11.2,10.1,10.9,3.6,4,3,18.5,40.4,28.7,9,0.4,50.8,49.2
id_000221,test,NA,2316,40.605016,-77.566049,1210,147,5.3,2.15,2.24,0.7,1.5,7.3,2.8,12.6,11.1,15.1,13.1,35.9,1.1,18.8,33.6,31.5,13.5,1.6,43.9,56.1
id_000222,train,227400,6360,33.870052,-117.597921,2003,128,5.2,3.4,3.57,0.5,0,3,17.3,51.8,25.5,0.8,0.6,0.4,0,11.6,31.5,34.1,22.8,0,63.3,36.7
id_000223,test,NA,4332,39.831146,-75.435533,1733,95,6.2,2.7,2.35,3.9,1.2,6.2,3.6,10.6,12.7,25.4,12.8,23.5,2.1,9.9,16.8,48.1,20.2,2.9,75.3,24.7
id_000224,train,174500,13709,37.065993,-120.824449,4296,736,5.7,3.75,3.74,9.8,31.8,35.5,7.5,6.1,1.5,3.3,4.2,0.3,1.1,1.8,16,40.5,33.7,6.9,61.9,38.1
id_000225,valid,577400,3365,34.085123,-118.288046,1216,25,3.1,3.13,3.01,3.5,0,0,17,10.9,15.5,10.5,9.5,33.1,16.4,48.1,29.6,5.5,0.3,0,5.6,94.4
id_000226,valid,277800,5394,33.67136,-117.393438,1795,247,5.9,3.11,4.18,8.9,20.2,5.3,26.3,17.6,8.8,8.9,0,4,3.3,0,15.8,48.9,27.7,4.2,70.2,29.8
id_000227,valid,848200,3617,33.920107,-118.41858,1790,77,4.3,2.66,2.1,0.7,2.5,6.9,11.1,13.1,22.1,15.9,8.7,19.1,5.1,17.8,47.2,20.2,7.7,2.1,24.1,75.9
id_000228,train,356100,3463,37.613341,-118.679952,2686,1137,4.7,2.16,1.88,6.3,6.4,12.5,21.1,18,11.9,7.6,2.3,14,4.8,15.5,29.3,39.8,9,1.5,70.6,29.4
id_000229,valid,458200,4914,33.708621,-117.984731,1767,30,4.8,2.7,2.8,0.7,0,3.9,17.2,31,41,6.2,0,0,0.4,13.2,36.6,39.5,10.3,0,46.3,53.7
id_000230,train,336200,4518,36.887706,-121.75248,1056,40,4.6,3.81,4.5,10.9,0.8,16.2,12.6,18.6,14.5,8.9,6.1,11.6,0.8,10.3,38.3,43.8,6.3,0.6,27.5,72.5
id_000231,valid,227100,2397,34.256534,-118.402714,528,24,4.7,5.6,3.82,7.6,0,6.1,36.4,0,22.2,7.8,8.1,11.9,0,14.2,61.6,19.9,4.4,0,39.7,60.3
id_000232,train,171700,12240,35.432186,-119.031214,4718,277,5.1,3.02,2.38,21.9,15.5,11.4,14.5,8.5,5.1,6.2,9.5,7.5,1.1,4.6,34,48,9.5,2.8,55.5,44.5
id_000233,test,NA,5062,41.294532,-75.877994,2528,238,5.8,2.2,2.21,0,0,2.3,9.7,8.1,9.1,16.9,11,43,2.7,3.1,34.5,47.3,12.4,0,82.2,17.8
id_000234,valid,279200,4882,33.967629,-117.250914,1408,86,7.3,3.66,3.69,0,6.1,6.7,85,1.6,0.6,0,0,0,0,0,2.3,20.6,59.2,17.8,86.3,13.7
id_000235,valid,898100,4011,37.653118,-121.781995,1317,26,8.1,3.11,5.33,7.4,39.8,10.8,2.5,34.2,3.9,0.8,0,0.5,0,0,1.4,22.1,42.1,34.3,98.6,1.4
id_000236,train,145300,3704,38.00383,-121.304642,1554,152,5.5,2.31,3.4,0,0,0,3,20.5,27.2,38.6,10.1,0.6,1.3,0.6,21.9,65.8,10.2,0.2,59.8,40.2
id_000237,valid,303900,2327,33.819764,-116.452575,699,23,5.3,3.48,3.87,11.7,22.9,8.6,48.2,1.1,4,1.9,0,1.6,0,0,8.6,65.1,24.5,1.9,71,29
id_000238,train,409100,3074,33.898393,-118.320878,969,4,4.9,3.4,2.92,0.7,1.2,1.4,0.6,0,7.2,64.7,22.9,1.1,2.9,4.5,33,49.8,7.9,1.8,79,21
id_000239,train,271000,4614,33.758258,-117.061736,2062,216,6,2.3,3.35,29.9,35.4,3.3,14,8.8,4.9,2.3,1.3,0,0,1.7,35,43.2,14.5,5.5,87.4,12.6
id_000240,valid,309800,7345,38.691257,-121.249069,2713,109,6,2.68,3.17,0,2.2,4.7,15,48.9,15.7,11.4,1.4,0.7,0,2.8,6,56,28.3,6.7,83.2,16.8
id_000241,train,827000,2548,37.834622,-122.142939,1034,64,6,2.17,2.67,2.8,0,2.3,25.4,28.6,26,5.9,3.5,5.4,0,4.7,36.4,37.3,18.5,3.1,73.9,26.1
id_000242,train,530900,5077,34.126042,-117.631154,1893,97,6.4,2.76,3.21,14.8,15.3,25.5,26.9,13.2,3.3,1,0,0,0,0.8,25.6,38.6,23.4,11.6,78.9,21.1
id_000243,train,572500,5099,33.912477,-117.907613,1812,102,5.6,3.11,2.83,0,2.3,7.1,6.6,10,39.7,25.2,2.4,6.6,4,13.7,23.8,33.6,22.2,2.7,60.1,39.9
id_000244,test,NA,5194,41.490945,-75.706319,2268,0,7,2.54,1.48,1.9,3.6,3.5,16.8,14.6,13.6,15.9,6.6,23.5,2.4,12.6,11.2,38.8,28.4,6.7,75.6,24.4
id_000245,test,NA,4307,39.956507,-75.241262,2177,547,6,2.4,2.45,0,0,0.9,0.4,0,3,10.7,35,50.1,2.4,2.8,19.1,57.2,16.2,2.3,51.8,48.2
id_000246,train,379500,3467,39.446982,-123.7995,1732,348,4.9,2.21,2.45,1.9,2.8,13.7,10.9,13.2,6.4,15.2,12.5,23.4,4.5,17.6,40.2,31.7,5.3,0.6,53.5,46.5
id_000247,valid,243100,5591,33.898264,-118.304305,2071,262,4,2.84,2.98,0,0,10,34.9,14.7,17.4,5.7,10.7,6.6,2.8,18.3,49.9,21.8,5.4,1.8,34.9,65.1
id_000248,test,NA,2507,40.021985,-75.131544,866,70,5.9,3.06,2.98,0.6,0,9.5,0,18.2,1,9,18,43.6,2.4,10.4,10.6,72.3,4.3,0,46,54
id_000249,train,229500,5263,33.837742,-118.273995,1501,29,5.3,3.76,4.76,0.3,0.4,1.2,5.5,30.2,34.2,11.3,10.7,6.3,1.7,3.1,34.9,29.2,27.2,3.9,82.6,17.4
id_000250,test,NA,3962,40.688336,-80.13471,1555,58,7,2.59,2.28,1.7,6.2,31.5,32.1,21.2,3.5,0,0,3.8,0,0.5,17.4,48.7,31.4,2.1,89.2,10.8
id_000251,test,NA,2308,41.390563,-79.837328,1362,166,5.3,2.1,1.87,0,0.6,3.6,8,14.3,7.8,14.5,5.1,46.2,3.2,17.8,34.9,28.3,13.1,2.6,53.1,46.9
id_000252,test,NA,1549,42.12225,-80.068292,719,77,5.7,3.17,3.18,0,0,6.7,8.2,5.3,2.8,5.4,7.6,64,1.7,10.6,16.6,49.8,17.7,3.8,35,65
id_000253,valid,456200,6802,37.557474,-122.02165,2373,149,5.1,3.24,3.14,2.5,3.2,1.6,3,42.1,18.8,25.9,1.6,1.1,0,20.1,19.7,41.9,16.1,2.1,59.4,40.6
id_000254,train,238700,4032,38.367981,-120.524374,2370,557,4.6,2.37,2.34,4,3.1,13.2,23.7,17.1,8,14.6,6.9,9.5,3.1,10.5,51.2,28.4,6.3,0.4,79.9,20.1
id_000255,train,620200,2476,33.058748,-117.290003,1001,94,5.4,2.46,2.17,1.9,4.9,15.5,20.7,19,12.5,20.3,4.8,0.5,0.5,6.1,34.7,38.4,14.9,5.5,79.4,20.6
id_000256,train,582600,6317,33.985972,-117.982196,2065,68,7.1,3.24,2.85,0,0,2.3,6.9,40.3,45,4.8,0.6,0,0.4,2.2,0.9,37.4,46.6,12.5,91,9
id_000257,test,NA,1636,40.553158,-79.798274,786,22,5.5,2.09,1.76,1.4,3.3,18.3,7.1,10.6,13.7,20,8.3,17.3,0,4.2,42.5,45.2,6,2.2,78.3,21.7
id_000258,train,281700,3550,32.797202,-116.95924,1390,131,3.9,3.04,3.04,1.3,4.7,0.7,14.6,37.7,19.3,14.3,6.2,1.2,6.3,33.7,40.9,18.3,0.9,0,14.9,85.1
id_000259,train,452100,4075,34.397423,-118.54659,1549,29,5.7,2.94,2.42,0,0.8,2.6,32.7,52.2,8.5,1.4,1.4,0.4,0,10.5,14.6,40.7,30.1,4.1,76.3,23.8
id_000260,valid,568400,3908,34.16232,-118.299252,1753,130,4.1,2.84,2.19,0,0,1,3.8,9.5,6.7,13.2,26.9,38.8,9.4,31.7,29.8,25.7,2.7,0.6,39.9,60.1
id_000261,test,NA,5012,40.049633,-76.299219,2042,227,6,2.62,2.76,0,0,0.5,1.1,2.6,4.9,7.1,6.2,77.5,1.1,19.1,15.6,42.8,10.8,10.6,52.4,47.6
id_000262,valid,513900,3052,34.056209,-118.294333,1276,74,2.6,1.47,2.65,10.2,6.8,11.9,18.2,6.3,3.1,3.8,1.6,38.2,11.9,59.6,21.6,6,0,0.8,1.4,98.6
id_000263,test,NA,2964,40.520684,-78.376091,1271,33,6,2.25,2.61,0,0,5.5,4.1,11.5,11.4,11.3,9,47.1,0,5,37,43.6,13.1,1.4,81.5,18.5
id_000264,test,NA,5567,40.985143,-75.196602,2458,155,5.2,2.5,2.32,2.2,4,7.9,8.1,7.2,7.9,8.9,4.9,49,8.5,18.3,22.1,36.7,10.5,3.9,45.9,54.1
id_000265,train,248500,3337,32.700468,-117.101463,982,41,4.4,3.79,3.71,0,0,4.9,18.9,7.6,23.9,17.9,16.8,9.9,1.3,13.5,43.1,34.8,5.8,1.4,39.9,60.1
id_000266,train,649500,2618,37.666646,-122.043477,1065,51,7,2.79,4.47,1,0,6.9,8.6,27.8,25.1,29.5,0.4,0.8,0,0.3,2.9,38.6,40.6,17.7,95.6,4.4
