obs_id,train_id,duration,day,hour,minute,weekday,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_distance,pickup_NTACode,dropoff_NTACode
id_000219,test,NA,8,19,54,1,-73.99027252197266,40.756370544433594,-74.01416778564453,40.709468841552734,4.72,MN17,MN25
id_000220,train,778,23,8,56,2,-73.99662780761719,40.73191833496094,-74.01007843017578,40.7180290222168,1.7,MN23,MN24
id_000221,train,857,24,10,50,3,-73.9938735961914,40.75016784667969,-73.98225402832031,40.771541595458984,1.8,MN17,MN14
id_000222,train,556,9,18,38,2,-73.98817443847656,40.743675231933594,-73.99835968017578,40.72270965576172,1.6,MN13,MN24
id_000223,train,463,6,16,12,6,-73.96634674072266,40.76197814941406,-73.96073150634766,40.78144073486328,1.72,MN40,MN99
id_000224,train,1478,11,5,23,4,-73.99996185302734,40.721839904785156,-73.92311096191406,40.85919189453125,12.7,MN24,MN01
id_000225,test,NA,16,9,5,2,-74.0003662109375,40.747859954833984,-73.99253845214844,40.73728942871094,1.22,MN13,MN13
id_000226,train,260,28,11,28,7,-73.99005889892578,40.731231689453125,-73.9815673828125,40.72753143310547,0.63,MN22,MN22
id_000227,train,963,23,18,4,2,-73.9743423461914,40.753135681152344,-73.94954681396484,40.778568267822266,2.7,MN19,MN32
id_000228,train,576,16,8,20,2,-73.97831726074219,40.72960662841797,-73.9865951538086,40.74020004272461,1.1,MN50,MN13
id_000229,train,409,5,7,32,5,-73.98076629638672,40.73793411254883,-74.003204345703125,40.74086380004883,1.5,MN21,MN13
id_000230,test,NA,5,17,12,5,-73.982330322265625,40.76789093017578,-73.98990631103516,40.77581787109375,1,MN14,MN14
id_000231,train,1284,12,2,54,5,-74.00498962402344,40.73542022705078,-73.93772888183594,40.6983757019043,4.87,MN23,BK35
id_000232,train,1752,20,16,33,6,-73.96430206298828,40.76152420043945,-74.00374603271484,40.741851806640625,3.4,MN31,MN13
id_000233,train,503,23,12,53,2,-73.98976135253906,40.74006271362305,-74.00528717041016,40.727256774902344,1.5,MN13,MN24
id_000234,valid,163,21,9,37,7,-73.99812316894531,40.735450744628906,-73.99958801269531,40.7441291809082,0.83,MN23,MN13
id_000235,train,1025,21,16,45,7,-73.977569580078125,40.754661560058594,-74.00105285644531,40.72917175292969,2.33,MN17,MN23
id_000236,valid,313,8,19,46,1,-73.96959686279297,40.76342010498047,-73.95861053466797,40.7782096862793,1.2,MN40,MN40
id_000237,valid,596,20,11,39,6,-73.98185729980469,40.759037017822266,-73.98121643066406,40.769371032714844,1.06,MN17,MN14
id_000238,train,1901,4,21,52,4,-73.94902038574219,40.80929946899414,-73.9645767211914,40.717464447021484,11.7,MN11,BK73
id_000239,train,741,20,11,15,6,-74.00129699707031,40.74644088745117,-73.98687744140625,40.73992156982422,0.93,MN13,MN13
id_000240,train,569,28,22,30,7,-73.99321746826172,40.727081298828125,-73.99413299560547,40.74518966674805,1.7,MN23,MN13
id_000241,train,354,28,11,5,7,-74.0023422241211,40.73417282104492,-74.01221466064453,40.71687316894531,1.5,MN23,MN24
id_000242,train,525,17,15,22,3,-73.98163604736328,40.767147064208984,-73.9713363647461,40.7638053894043,0.65,MN17,MN40
id_000243,test,NA,18,8,59,4,-73.98381042480469,40.75578689575195,-73.9788589477539,40.76251220703125,0.49,MN17,MN17
id_000244,train,1460,1,10,38,1,-73.97986602783203,40.78147888183594,-73.8702163696289,40.773128509521484,9.78,MN12,QN98
id_000245,train,825,22,0,54,1,-73.97550201416016,40.72876739501953,-73.992034912109375,40.748878479003906,2.2,MN50,MN17
id_000246,test,NA,20,11,24,6,-73.97318267822266,40.755157470703125,-74.0008544921875,40.72400665283203,4.47,MN19,MN24
id_000247,train,729,30,19,40,2,-73.990692138671875,40.75632858276367,-73.95765686035156,40.761680603027344,2.41,MN15,MN31
id_000248,train,1866,20,13,15,6,-73.97847747802734,40.7418098449707,-73.94761657714844,40.77619934082031,3.3,MN20,MN32
id_000249,train,262,12,0,29,5,-73.9885025024414,40.721439361572266,-73.982391357421875,40.7275505065918,0.5,MN27,MN22
id_000250,test,NA,30,1,27,2,-73.9869155883789,40.759395599365234,-73.98531341552734,40.7635498046875,0.6,MN17,MN15
id_000251,valid,222,7,5,5,7,-73.949981689453125,40.79288864135742,-73.93401336669922,40.80284881591797,1.41,MN33,MN34
id_000252,test,NA,11,8,1,4,-73.96003723144531,40.776771545410156,-73.95660400390625,40.78401565551758,0.62,MN40,MN40
id_000253,train,1438,31,12,11,3,-74.00818634033203,40.70478057861328,-73.98107147216797,40.76110076904297,6.5,MN25,MN17
id_000254,train,478,26,22,13,5,-73.9930419921875,40.73019027709961,-74.0127944946289,40.70694351196289,1.93,MN23,MN25
id_000255,train,1529,13,17,43,6,-73.959686279296875,40.7736701965332,-73.97752380371094,40.75944137573242,1.64,MN40,MN17
id_000256,train,350,29,10,37,1,-73.98775482177734,40.76467514038086,-73.97834777832031,40.754093170166016,1.21,MN15,MN17
id_000257,train,1864,7,13,35,7,-73.97904205322266,40.76235580444336,-73.865264892578125,40.7706413269043,13.29,MN17,QN98
id_000258,train,713,12,22,30,5,-74.0029296875,40.76046371459961,-73.97267150878906,40.79593276977539,3.1,MN13,MN12
id_000259,train,485,13,14,42,6,-73.9832534790039,40.749629974365234,-73.9783935546875,40.75080108642578,0.85,MN20,MN20
id_000260,test,NA,12,5,57,5,-73.9625473022461,40.76313018798828,-73.97538757324219,40.751705169677734,1.2,MN31,MN19
id_000261,train,522,18,12,29,4,-73.9528579711914,40.77244567871094,-73.97522735595703,40.77741241455078,1.6,MN32,MN14
id_000262,train,685,18,22,13,4,-73.9687271118164,40.759029388427734,-73.98310089111328,40.77016067504883,1.42,MN19,MN14
id_000263,train,240,17,3,51,3,-73.99335479736328,40.724517822265625,-73.99958801269531,40.727378845214844,1,MN23,MN23
id_000264,valid,772,21,0,8,7,-74.00225067138672,40.74528884887695,-73.98786163330078,40.765499114990234,2.06,MN13,MN15
id_000265,valid,367,18,20,26,4,-73.99344635009766,40.762245178222656,-73.98767852783203,40.779380798339844,1.46,MN15,MN14
id_000266,train,916,23,10,47,2,-73.992767333984375,40.76921844482422,-73.94084930419922,40.80556869506836,5.26,MN15,MN34
id_000267,test,NA,10,9,38,3,-73.997222900390625,40.7333984375,-73.99134063720703,40.747318267822266,1.17,MN23,MN17
id_000268,valid,658,8,22,30,1,-73.98211669921875,40.742469787597656,-73.98126983642578,40.761940002441406,2,MN21,MN17
id_000269,valid,624,5,18,37,5,-73.94974517822266,40.77109909057617,-73.980438232421875,40.73048400878906,3.76,MN31,MN50
id_000270,train,646,10,17,57,3,-74.00599670410156,40.736324310302734,-73.99700927734375,40.72536087036133,1.7,MN23,MN24
id_000271,train,512,29,13,32,1,-73.97816467285156,40.78329086303711,-73.9528579711914,40.80650329589844,2.4,MN12,MN11
id_000272,test,NA,7,21,54,7,-73.95172119140625,40.77349853515625,-73.96961212158203,40.78790283203125,1.6,MN32,MN12
id_000273,train,2087,20,11,22,6,-73.99889373779297,40.73979949951172,-73.969390869140625,40.76380920410156,2.7,MN13,MN40
id_000274,train,947,16,21,17,2,-73.97271728515625,40.793190002441406,-73.94403076171875,40.82207107543945,2.9,MN12,MN03
id_000275,train,296,19,7,4,5,-74.00419616699219,40.72595977783203,-74.0121841430664,40.713565826416016,1.13,MN24,MN24
id_000276,train,1088,24,23,2,3,-73.99195861816406,40.769493103027344,-74.00102233886719,40.729434967041016,3.3,MN15,MN23
id_000277,train,1028,29,12,11,1,-73.98419189453125,40.72915267944336,-73.98571014404297,40.7580680847168,2.8,MN22,MN17
id_000278,train,925,7,13,5,7,-73.98870849609375,40.74277877807617,-74.00364685058594,40.706138610839844,4.05,MN13,MN25
id_000279,train,1161,26,13,49,5,-73.99493408203125,40.750396728515625,-73.974639892578125,40.75889205932617,1.6,MN13,MN17
id_000280,valid,385,11,8,5,4,-73.96581268310547,40.76252365112305,-73.95640563964844,40.76806640625,0.83,MN31,MN31
id_000281,train,1861,26,21,5,5,-73.99671173095703,40.73768997192383,-73.98774719238281,40.72121810913086,2.22,MN13,MN27
id_000282,train,293,17,5,36,3,-73.98529815673828,40.763240814208984,-73.97808074951172,40.75239181518555,1.18,MN17,MN19
id_000283,test,NA,30,14,12,2,-73.954620361328125,40.77330780029297,-73.97624969482422,40.78042984008789,1.4,MN32,MN12
id_000284,train,397,13,23,42,6,-73.98045349121094,40.74251174926758,-73.9675064086914,40.75238037109375,1.19,MN20,MN19
id_000285,train,959,7,18,32,7,-73.98895263671875,40.71889114379883,-73.98699951171875,40.74357986450195,2.24,MN27,MN13
id_000286,train,553,12,9,41,5,-73.999481201171875,40.734100341796875,-73.98926544189453,40.74558639526367,1.12,MN23,MN17
id_000287,train,518,6,22,50,6,-73.98059844970703,40.730594635009766,-73.98934173583984,40.740875244140625,1.2,MN50,MN13
id_000288,train,900,13,13,41,6,-74.00264739990234,40.750160217285156,-74.002197265625,40.72639083862305,2.7,MN13,MN24
id_000289,test,NA,20,9,2,6,-73.94476318359375,40.83443069458008,-73.998870849609375,40.75440979003906,6.94,MN36,MN13
id_000290,train,741,13,6,39,6,-74.01274871826172,40.70252990722656,-74.01603698730469,40.705047607421875,0.34,MN25,MN25
id_000291,train,454,9,12,47,2,-74.006500244140625,40.75114059448242,-73.99378204345703,40.751529693603516,0.87,MN13,MN17
id_000292,train,650,23,20,17,2,-73.9803237915039,40.783409118652344,-73.96656799316406,40.80509567260742,2.22,MN12,MN09
id_000293,test,NA,13,19,49,6,-73.98177337646484,40.770442962646484,-73.96344757080078,40.77456283569336,1.53,MN14,MN40
id_000294,train,1073,18,22,48,4,-73.984100341796875,40.725341796875,-74.01606750488281,40.70676040649414,4.04,MN22,MN25
id_000295,train,1343,9,0,27,2,-73.99729919433594,40.725215911865234,-73.95598602294922,40.65505599975586,5.74,MN24,BK60
id_000296,valid,619,16,1,50,2,-73.9913330078125,40.71963882446289,-73.98267364501953,40.73137664794922,1.37,MN27,MN22
id_000297,train,556,2,21,43,2,-73.95934295654297,40.782955169677734,-73.9744644165039,40.76275634765625,1.6,MN40,MN17
id_000298,train,426,10,15,8,3,-73.959808349609375,40.78129196166992,-73.96903228759766,40.78520965576172,0.68,MN40,MN99
id_000299,train,409,21,13,0,7,-73.96687316894531,40.76424026489258,-73.95085144042969,40.77581024169922,1.49,MN40,MN32
id_000300,test,NA,15,16,43,1,-73.98829650878906,40.77459716796875,-73.97923278808594,40.766883850097656,1.52,MN14,MN17
id_000301,valid,802,23,9,4,2,-73.97457122802734,40.75706481933594,-73.99268341064453,40.73572540283203,2.1,MN17,MN13
id_000302,train,124,9,16,32,2,-73.996337890625,40.72394943237305,-73.99152374267578,40.72975158691406,0.4,MN24,MN23
id_000303,train,325,11,13,1,4,-73.9578628540039,40.77621078491211,-73.958740234375,40.78168869018555,0.53,MN40,MN40
id_000304,train,1578,12,10,56,5,-73.96234893798828,40.77539825439453,-73.9734115600586,40.7629508972168,1.13,MN40,MN17
id_000305,train,610,4,21,28,4,-73.98120880126953,40.749576568603516,-73.97513580322266,40.76445388793945,1.38,MN20,MN17
id_000306,test,NA,18,17,53,4,-73.94776916503906,40.77592468261719,-73.979278564453125,40.766746520996094,2.5,MN32,MN17
id_000307,train,453,15,15,26,1,-73.990509033203125,40.756752014160156,-73.99876403808594,40.763736724853516,0.9,MN15,MN15
id_000308,valid,499,28,14,33,7,-73.988189697265625,40.75159454345703,-73.98685455322266,40.76198959350586,1.04,MN17,MN15
id_000309,train,1016,2,21,16,2,-73.97980499267578,40.751888275146484,-73.99214935302734,40.700950622558594,6.3,MN20,BK09
id_000310,train,403,8,21,26,1,-73.9951400756836,40.7275276184082,-73.98158264160156,40.72930908203125,1.1,MN23,MN22
id_000311,train,1517,12,12,22,5,-73.95989990234375,40.762420654296875,-73.93377685546875,40.84851837158203,7.23,MN31,MN35
id_000312,train,1214,27,23,41,6,-73.980865478515625,40.729862213134766,-73.917327880859375,40.81852340698242,7.6,MN22,BX34
id_000313,test,NA,13,19,9,6,-73.98614501953125,40.74076843261719,-73.9554214477539,40.77949905395508,3.3,MN13,MN40
id_000314,valid,1162,9,3,49,2,-73.99198150634766,40.713951110839844,-73.93516540527344,40.67002868652344,5.8,MN28,BK61
id_000315,train,940,19,10,38,5,-73.99540710449219,40.74452209472656,-73.98834991455078,40.76840591430664,2.21,MN13,MN15
id_000316,train,1911,28,8,40,7,-73.98682403564453,40.75934982299805,-73.86181640625,40.76847839355469,13.2,MN17,QN98
id_000317,train,1585,15,5,48,1,-73.9814453125,40.76298904418945,-73.78404998779297,40.64375305175781,17.6,MN17,QN98
id_000318,train,844,11,21,18,4,-73.9842529296875,40.728965759277344,-73.9915542602539,40.750038146972656,2,MN22,MN17
id_000319,test,NA,30,13,56,2,-73.97577667236328,40.75790023803711,-73.9900131225586,40.7469596862793,1.57,MN17,MN17
id_000320,valid,980,15,12,31,1,-73.95755767822266,40.76184844970703,-73.976318359375,40.79098129272461,3.14,MN31,MN12
id_000321,valid,413,16,11,32,2,-74.00212860107422,40.71445846557617,-74.0069580078125,40.70465087890625,1.02,MN27,MN25
id_000322,train,847,14,0,9,7,-74.00714874267578,40.71596145629883,-73.976531982421875,40.687049865722656,3.17,MN24,BK68
id_000323,train,600,27,21,6,6,-73.98199462890625,40.77286148071289,-73.95946502685547,40.76008224487305,1.76,MN14,MN31
id_000324,test,NA,23,22,12,2,-73.98554992675781,40.76810073852539,-74.002777099609375,40.760528564453125,1.4,MN15,MN13
id_000325,test,NA,14,18,18,7,-73.98404693603516,40.761653900146484,-73.97471618652344,40.75577926635742,0.6,MN17,MN19
id_000326,test,NA,1,0,36,1,-73.96368408203125,40.77433776855469,-73.99286651611328,40.744224548339844,3.2,MN40,MN13
id_000327,test,NA,29,0,43,1,-74.00452423095703,40.707557678222656,-74.00647735595703,40.7390251159668,3,MN25,MN23
id_000328,valid,184,27,13,29,6,-73.991058349609375,40.765750885009766,-73.98335266113281,40.76811218261719,0.63,MN15,MN14
id_000329,train,6392,6,14,59,6,-73.97235107421875,40.7935905456543,-73.96965026855469,40.80004119873047,4.58,MN12,MN12
id_000330,valid,444,13,0,28,6,-74.00224304199219,40.73460006713867,-73.99749755859375,40.751609802246094,1.76,MN23,MN13
id_000331,test,NA,1,11,34,1,-73.99787139892578,40.7650260925293,-73.97754669189453,40.75951385498047,1.47,MN15,MN17
id_000332,train,1240,9,22,21,2,-73.97200012207031,40.754844665527344,-74.0004653930664,40.73053741455078,2.78,MN19,MN23
id_000333,train,895,31,13,5,3,-73.96720123291016,40.7933235168457,-73.98017883300781,40.76529312133789,2.3,MN12,MN17
id_000334,valid,423,8,11,42,1,-73.99210357666016,40.72539138793945,-73.98579406738281,40.740562438964844,1.2,MN22,MN21
id_000335,train,370,25,21,43,4,-73.989227294921875,40.7581787109375,-73.99092864990234,40.7505989074707,0.7,MN15,MN17
id_000336,train,1322,19,21,13,5,-73.95794677734375,40.77997970581055,-74.0072021484375,40.748111724853516,4.41,MN40,MN13
id_000337,train,1847,2,11,14,2,-73.9687728881836,40.79914093017578,-73.9937744140625,40.73297882080078,6.4,MN12,MN23
id_000338,train,202,12,17,39,5,-73.99922180175781,40.73406219482422,-73.9914779663086,40.73527145385742,0.6,MN23,MN13
id_000339,train,521,16,7,39,2,-73.95481872558594,40.78910827636719,-73.97904968261719,40.785247802734375,2.03,MN33,MN12
id_000340,test,NA,12,0,57,5,-73.9691390991211,40.755943298339844,-73.98322296142578,40.71880340576172,2.96,MN19,MN28
id_000341,test,NA,20,14,26,6,-73.998077392578125,40.75057601928711,-73.97486114501953,40.74422836303711,2.4,MN13,MN20
id_000342,train,506,28,16,33,7,-73.98614501953125,40.759037017822266,-73.97442626953125,40.750946044921875,1.05,MN17,MN19
id_000343,train,466,6,23,40,6,-73.9511489868164,40.78563690185547,-73.96742248535156,40.76342010498047,1.8,MN40,MN40
id_000344,train,782,22,11,28,1,-73.999053955078125,40.761131286621094,-74.0042724609375,40.73337936401367,2.33,MN13,MN23
id_000345,valid,1467,21,19,56,7,-73.99932098388672,40.71871566772461,-73.98835754394531,40.755218505859375,3.1,MN24,MN17
id_000346,train,589,15,11,41,1,-73.9593276977539,40.77437973022461,-73.97643280029297,40.75957107543945,1.63,MN40,MN17
id_000347,train,2367,24,13,59,3,-73.96266174316406,40.77838897705078,-74.00270080566406,40.72230911254883,4.7,MN40,MN24
id_000348,train,240,25,17,11,4,-73.974151611328125,40.79404830932617,-73.96967315673828,40.794681549072266,0.35,MN12,MN12
id_000349,train,1646,18,6,21,4,-73.98927307128906,40.7586669921875,-73.86556243896484,40.77090835571289,12.2,MN15,QN98
id_000350,valid,452,7,14,8,7,-73.9873046875,40.77119445800781,-73.979766845703125,40.763267517089844,0.9,MN14,MN17
id_000351,train,236,27,18,31,6,-73.975677490234375,40.78989028930664,-73.97614288330078,40.791561126708984,0.47,MN12,MN12
id_000352,train,973,20,7,35,6,-73.97880554199219,40.741050720214844,-74.0137939453125,40.715423583984375,5.6,MN20,MN25
id_000353,valid,828,3,11,59,3,-73.96855926513672,40.76285171508789,-73.9573974609375,40.78288650512695,1.9,MN40,MN40
id_000354,train,363,11,7,42,4,-73.972930908203125,40.74449920654297,-73.96629333496094,40.75762939453125,1.16,MN19,MN19
id_000355,test,NA,10,5,43,3,-73.98896026611328,40.74489974975586,-73.8655776977539,40.77091979980469,10,MN13,QN98
id_000356,train,339,8,18,19,1,-73.96250915527344,40.758689880371094,-73.958831787109375,40.772335052490234,1.2,MN19,MN40
id_000357,test,NA,12,19,30,5,-74.004241943359375,40.751041412353516,-73.78999328613281,40.6469612121582,18.13,MN13,QN98
id_000358,train,730,5,12,13,5,-73.96282196044922,40.75859832763672,-73.96160125732422,40.7745475769043,1.4,MN19,MN40
id_000359,test,NA,4,7,29,4,-73.95352935791016,40.779598236083984,-73.952880859375,40.76639938354492,1.3,MN40,MN31
id_000360,train,650,23,17,28,2,-74.00218963623047,40.729835510253906,-73.982208251953125,40.73996353149414,1.77,MN23,MN20
id_000361,train,724,1,21,51,1,-73.9934310913086,40.755828857421875,-73.97898864746094,40.76240539550781,1.35,MN15,MN17
id_000362,train,698,22,9,57,1,-73.97270965576172,40.754981994628906,-73.987335205078125,40.756351470947266,1.44,MN19,MN17
id_000363,test,NA,17,21,2,3,-73.956451416015625,40.77138137817383,-73.95692443847656,40.78605651855469,1.64,MN31,MN40
id_000364,train,688,21,20,57,7,-73.98857116699219,40.74890899658203,-73.97171783447266,40.755619049072266,1.43,MN17,MN19
id_000365,train,250,16,9,53,2,-73.98136138916016,40.752601623535156,-73.98480987548828,40.74388885498047,0.74,MN20,MN17
id_000366,test,NA,12,12,39,5,-73.95329284667969,40.76649856567383,-73.96319580078125,40.76907730102539,0.71,MN31,MN40
id_000367,train,480,11,23,12,4,-73.977569580078125,40.74959182739258,-73.99993133544922,40.741336822509766,1.89,MN20,MN13
id_000368,valid,1547,6,18,11,6,-73.97400665283203,40.75986862182617,-73.92134857177734,40.766929626464844,3.81,MN17,QN71
id_000369,test,NA,15,12,13,1,-73.98554229736328,40.727115631103516,-73.97676849365234,40.77492141723633,4.38,MN22,MN99
id_000370,train,207,9,16,50,2,-73.97722625732422,40.78982162475586,-73.97645568847656,40.78557205200195,0.4,MN12,MN12
id_000371,train,745,29,0,40,1,-73.9891586303711,40.75803756713867,-74.0027084350586,40.7397575378418,1.9,MN17,MN23
id_000372,train,364,31,10,27,3,-73.99864196777344,40.74003601074219,-74.0032730102539,40.748844146728516,1.03,MN13,MN13
id_000373,test,NA,31,14,22,3,-73.94488525390625,40.77482223510742,-73.95524597167969,40.77345657348633,0.7,MN32,MN32
id_000374,train,3255,26,15,38,5,-73.98878479003906,40.736610412597656,-73.8713607788086,40.77426528930664,9.4,MN21,QN98
id_000375,train,1274,5,13,51,5,-73.99024963378906,40.756324768066406,-73.95691680908203,40.768280029296875,2.8,MN17,MN31
id_000376,test,NA,19,23,53,5,-73.99085235595703,40.760860443115234,-73.98957824707031,40.723060607910156,3.71,MN15,MN27
id_000377,train,1248,8,0,27,1,-73.99617767333984,40.7327880859375,-73.964202880859375,40.71402359008789,3.63,MN23,BK73
id_000378,test,NA,1,1,8,1,-73.99925994873047,40.733524322509766,-73.98442840576172,40.72879409790039,0.9,MN23,MN22
