obs_id,train_id,median_house_value,population,latitude,longitude,total_units,vacant_units,median_rooms,mean_household_size_owners,mean_household_size_renters,built_2005_or_later,built_2000_to_2004,built_1990s,built_1980s,built_1970s,built_1960s,built_1950s,built_1940s,built_1939_or_earlier,bedrooms_0,bedrooms_1,bedrooms_2,bedrooms_3,bedrooms_4,bedrooms_5_or_more,owners,renters,median_household_income,mean_household_income
id_000126,train,640300,4658,37.876904,-122.259915,1660,113,3.3,2.22,1.65,0,1.5,0,2.8,3.7,11,7.7,15.7,57.7,15.9,46.6,23.1,9,2.6,2.7,20.6,79.4,45875,77900
id_000127,train,936400,4885,37.867659,-122.251235,1150,87,3.9,2.23,2.48,0,4.3,2.8,5.2,8.1,13.6,16.9,9.9,39.2,7,33,32.4,10.9,9.7,7,17.3,82.7,35352,59007
id_000128,train,350000,8368,37.866717,-122.258913,1484,106,2.9,3.33,1.97,0,4,2.4,5.6,14.8,12.8,9.6,11.2,39.7,21.2,53.9,13.7,3.6,5.1,2.4,0.2,99.8,25145,28492
id_000129,train,576200,4396,37.867025,-122.277077,2177,67,4.4,2.73,2.1,0,0.9,5.7,2.2,5.8,8.2,10.8,11.6,54.8,2.7,24.7,44.1,22.3,5.1,1.1,44.6,55.4,75030,89394
id_000130,train,587000,3964,37.866041,-122.285919,2006,201,4,2.67,1.83,1,3.4,0.9,4.3,3,9.9,15,10.9,51.7,9.5,29.2,38.2,16.2,4.8,2.1,37.6,62.4,48956,63703
id_000131,train,498700,2794,37.864428,-122.293691,1188,115,4.5,3.14,2.33,0,0,1.9,6.1,6.2,13.2,13.7,11.4,47.5,8.9,24.3,29.9,25.8,8.7,2.4,38.4,61.6,48906,67469
id_000132,train,541800,3647,37.857371,-122.283915,1693,159,4.8,2.86,1.94,2,0.4,0,1.6,1,11.6,10.2,13.7,59.4,3.2,28.2,33.4,29,5.8,0.5,56.6,43.4,53587,69354
id_000133,train,554000,4685,37.858202,-122.275892,2243,222,4.2,2.46,1.96,1.9,1.3,0,1.7,5.2,14.3,19.2,5.8,50.6,6.1,27.9,38.7,16.2,9.6,1.6,38.1,61.9,38860,64697
id_000134,valid,655900,3118,37.859124,-122.267924,1438,105,4.6,2.72,2.21,3.4,0,1.3,4.3,11.2,10.2,6.5,5.8,57.3,7,21.1,33.2,17.7,14.3,6.8,37.1,62.9,70863,76083
id_000135,test,NA,2642,37.858887,-122.258515,1324,79,4.2,2.36,1.91,0,0,0.8,7.3,9.3,6.4,5.7,4.8,65.7,3.5,35.9,33.6,16.1,7.8,3.1,35.7,64.3,67865,87870
id_000136,train,583300,5659,37.863529,-122.258796,2604,157,3.5,2.32,2.38,0,3.9,3.8,7.6,9.6,22.5,14.1,5,33.5,11.4,33.6,35.6,11.3,3.1,5,15.1,84.9,35589,52798
id_000137,train,972900,3633,37.862379,-122.250259,1419,216,4.5,2.56,1.88,0,0.6,1.9,6.5,2.3,5.5,11.3,7,64.9,13.5,27.6,13.9,15.5,20.2,9.4,40.1,59.9,57875,105233
id_000138,train,402000,2020,37.852678,-122.266679,880,75,4.7,2.78,1.75,0,1.3,7.5,0,2.3,3.6,2.2,14.3,68.9,0.5,35.7,29.8,29.1,1,4,45.2,54.8,52962,69854
id_000139,test,NA,1552,37.854428,-122.257223,812,47,4.4,2.31,1.74,0,0,0,0.7,9.2,1.1,7.1,8.4,73.4,6.4,37.6,22.9,17.4,9.4,6.4,32.4,67.6,76528,104487
id_000140,train,587500,3716,37.850293,-122.27484,1614,164,4.1,3.28,2.36,0.5,4.3,1,1.2,8.2,7.1,12.9,14.4,50.2,4.6,25.7,47.9,15.4,5.1,1.2,21.1,78.9,43810,54286
id_000141,valid,341200,2172,37.850348,-122.281464,1020,54,4.2,2.61,2.1,0,1.8,1.7,0,5.5,6.2,19.4,15.3,50.2,0,22.3,57.6,15.8,3.3,1,37.3,62.7,34565,50966
id_000142,train,293200,1596,37.838229,-122.301937,1266,0,3.4,1.68,1.53,0,0,3.2,2.7,68.1,18.5,6.6,0,1,10.1,71.2,13,4.1,1.7,0,54.7,45.3,75778,102278
id_000143,train,487500,2807,37.841394,-122.294966,1810,364,3.4,1.52,1.46,9.7,21.9,18,47.1,3.4,0,0,0,0,12.8,55,28.9,3.3,0,0,25.6,74.4,69352,94321
id_000144,train,394800,2502,37.843845,-122.289329,1379,179,3.6,1.98,2.03,25.6,45.3,6.7,0,6.5,0,2.2,1.7,12,2.9,34.2,57.4,5.4,0,0,43.6,56.4,92174,109827
id_000145,valid,329900,3175,37.833049,-122.280897,1797,197,3.6,2.07,1.9,10.2,4,18.8,6.2,3.1,5.8,12,6.2,33.7,12.7,44.4,27.4,13.6,1.1,0.9,25.3,74.7,50682,59392
id_000146,train,772900,3646,37.764448,-122.23133,1427,91,6.3,2.59,2.39,2.3,0,0,2,1.8,7,1.5,13.2,72.2,2.2,12.7,27.1,43.1,14.2,0.7,64.3,35.7,99000,117761
id_000147,train,511700,4107,37.771896,-122.248665,1626,147,4.8,2.93,2.93,0,1.2,0,4.2,9.2,7,5.8,5.7,66.9,0,19.8,46.6,26,5.9,1.7,38.3,61.7,73482,86052
id_000148,valid,599600,4896,37.778193,-122.267919,2108,173,4.6,2.37,2.34,0.7,5.7,12.6,21.3,10.9,5.4,5.9,7.1,30.5,5.3,23.3,39.2,14.4,12.4,5.5,43.7,56.3,64390,95101
id_000149,train,526000,4722,37.777977,-122.283671,1810,225,3.9,3.18,2.84,2.5,5.9,6.6,5.2,11.3,28.1,11.1,12.4,16.9,0.8,19.9,57.6,14.8,5.6,1.3,20.1,79.9,47460,56864
id_000150,test,NA,4866,37.772383,-122.283805,2409,152,3.9,2.25,2.08,0.4,0,0,9.2,23,6.4,4.3,15.3,41.4,2.9,40.3,26.8,23.1,6.3,0.7,38.1,61.9,60291,72342
id_000151,valid,657600,4640,37.772007,-122.269339,2113,203,4.4,2.97,2.05,0,0,0,4.9,5.1,9.3,9.4,10.4,60.9,5.3,27.4,37,17.8,7.6,5,41.6,58.4,77287,98438
id_000152,train,712900,4567,37.770244,-122.257843,2227,112,4.3,2.55,1.87,0,0,0,1.5,5.9,4.4,6.4,4.6,77.2,3.1,31.6,33.7,18.1,9.6,4,40.8,59.2,72366,99066
id_000153,train,456600,2928,37.767344,-122.248509,1388,57,3.8,3.43,2.22,0,0.6,0,1.9,23.5,8.3,7.3,10.6,47.8,4.8,35.2,44.3,11.1,3.2,1.4,18,82,53565,65666
id_000154,test,NA,4651,37.760085,-122.235134,2023,111,5.1,2.6,2.06,0.3,0.9,3.2,4.2,13,7.8,4.3,5.2,61.2,7.1,13,41.4,26.2,11.8,0.5,52.1,47.9,84342,97979
id_000155,train,646000,6259,37.755936,-122.241445,2616,111,5.4,2.81,2.37,0.6,0,0,3.8,10.7,19.9,19,6.1,39.9,4.4,11.6,28.7,41.4,10.7,3.2,59.9,40.1,90996,104798
id_000156,train,577200,6526,37.732329,-122.239647,2491,161,5.6,2.58,2.98,0,0.4,13.8,17.9,24.4,33.9,3.9,3.9,1.7,0,1.7,20.2,62.8,13,2.3,83.9,16.1,93000,105245
id_000157,train,762000,7074,37.742265,-122.248442,2670,125,6.3,2.74,2.69,0,0,17.6,66.4,14.9,0,0,0,1.1,0,2.1,14.8,40.5,35.6,7,87.6,12.4,132354,152379
id_000158,train,571100,4357,37.761732,-122.250698,2015,183,4.2,2.54,2.24,0,0,0,3.5,19,18.3,8.6,3.9,46.7,2.2,29.3,44.3,18.3,2.7,3.2,33.5,66.5,54455,70596
id_000159,train,601300,3183,37.760371,-122.258967,1534,101,4,2.16,2.4,1.1,1.5,0.9,0,26.3,44.8,11,2.1,12.3,0,23.4,54.2,11.6,7.6,3.1,33.6,66.4,64784,81277
id_000160,train,431300,3271,37.764047,-122.269128,1575,168,3.8,2.08,2.15,0,0,3,6.3,44.6,39.2,3.9,1.8,1.3,1.8,36.4,29.5,16.6,15.2,0.4,51.4,48.6,75039,82951
id_000161,train,839100,4119,37.784171,-122.294078,1490,315,5.4,3.24,2.6,49.1,10.9,10.6,5,0.5,19.8,1.7,0.5,1.9,6.5,4.3,21.6,34.1,30.9,2.6,40.3,59.7,67321,102160
id_000162,test,NA,6523,37.712241,-122.031666,2278,22,6.7,2.93,3.22,0,7.3,48.6,30.2,3.4,2.9,1.9,1.9,3.7,0,0,12.9,37.4,45.7,3.9,88.2,11.8,126532,147834
id_000163,train,684500,2285,37.720897,-122.049457,910,20,6.9,2.51,2.01,0,1.5,2,5.6,44.5,32.6,8.4,5.4,0,0,0,16.8,22.2,53.2,7.8,90.8,9.2,127344,137432
id_000164,valid,637400,6916,37.714765,-122.064495,2398,98,6.6,2.81,2.92,0,1,5,23.3,11.2,12.9,35.2,8.1,3.2,0,0.5,13.6,51.1,28.9,5.8,93.3,6.7,100577,116303
id_000165,test,NA,3670,37.715635,-122.081571,1337,56,6.7,2.68,4.31,2,0,7.9,5.8,2.5,16.9,52.6,12.2,0,0,1,11.7,44.4,36.6,6.2,85,15,100156,128783
id_000166,train,618900,2046,37.715623,-122.09421,756,0,6.6,2.69,2.92,0,2.6,2.5,2,10.4,20.4,49.1,9.4,3.6,0,1.7,12.3,44.4,38.8,2.8,89.9,10.1,113333,135521
id_000167,train,545500,6049,37.701711,-122.105916,2134,206,5.1,2.66,2.67,1.5,0,4.2,3.7,10.3,27.5,30,18,4.7,3.2,2.5,45.1,38.8,7.4,2.9,62.2,37.8,65750,79627
id_000168,train,587300,5887,37.703598,-122.096691,2187,57,6.3,2.82,2.14,0,2.5,15.9,5,17.7,21.9,26.8,5.9,4.4,0.5,4.8,13.9,39.9,34.2,6.6,88.4,11.6,86250,113495
id_000169,valid,583100,3814,37.706165,-122.082551,1380,91,5.8,2.85,2.36,0,2,4.8,10.7,4,13,34.4,26.9,4.2,0,1.8,22.9,52.2,14.7,8.4,74.9,25.1,101090,104916
id_000170,train,490900,5394,37.699006,-122.065672,2179,127,5.5,2.72,2.25,1.6,3.8,3.7,3,16.3,11.7,35.3,15.7,8.8,0.6,10.7,21.5,53.6,11.1,2.4,74.6,25.4,78015,86983
id_000171,valid,443100,4681,37.698365,-122.083533,1866,52,4.1,2.31,2.42,0,2.1,3.6,5.7,25.7,30,19.2,8.5,5.2,2.7,22.3,60,13.2,1.1,0.6,18.4,81.6,51650,65844
id_000172,test,NA,2714,37.693136,-122.078141,1169,47,3.9,2.28,2.8,0.8,0.7,11.5,4.4,18.7,19.5,23.7,15.3,5.4,0.9,39.5,33.4,25.5,0.6,0,31.4,68.6,56181,64661
id_000173,test,NA,3225,37.688063,-122.066213,1373,72,4.5,2.46,2.21,1.4,2.9,5.2,3.9,19.3,28,19.6,19,0.7,2.6,15.9,52.7,26.6,2.3,0,34,66,54926,74465
id_000174,train,376600,5627,37.685328,-122.082131,2675,198,4.4,2.15,2.09,1.2,0,10.4,24,14.2,6.4,14.8,27.4,1.6,2.6,19,46.9,26.2,5,0.4,46.5,53.5,46744,66106
id_000175,train,464000,3770,37.7361,-122.147254,1408,68,5.6,2.84,2.3,1.4,0,0,0,6.8,7.9,8.6,16.5,58.8,3.6,9.4,34.2,44.7,7.2,0.9,82.4,17.6,93220,100372
id_000176,test,NA,4080,37.732142,-122.156416,1671,155,4.7,2.47,2.04,0,7.8,2,3.9,3.8,11.6,10.7,12.6,47.6,8.3,18.5,45.1,22,4.7,1.4,46.8,53.2,57400,75951
id_000177,valid,453300,4656,37.731435,-122.1668,1658,173,5.1,3.17,2.04,0.7,22.9,0,0.5,2.1,7.1,10,41,15.8,5.8,15.6,37.9,24.7,10.3,5.6,67.1,32.9,73906,87203
id_000178,valid,417900,5814,37.707114,-122.182202,1806,95,5.1,3.44,3.46,1.8,0.6,0.3,8.2,5.3,23.5,32.2,25.6,2.5,0.6,8.7,28,50.1,10.4,2.2,45.1,54.9,58807,69723
id_000179,train,451700,4839,37.717452,-122.166407,1456,14,4.9,3.11,3.78,1,1.5,1.4,1.5,2.1,24.8,32.2,28.2,7.3,5.3,6.7,26.4,51.1,8.9,1.6,59.9,40.1,54113,69996
id_000180,test,NA,4485,37.724403,-122.171991,1450,0,4.8,4.22,3.13,0.8,6.5,10.6,11.6,4.6,8.2,15.2,39.1,3.4,0,12.6,36.8,37.4,11.9,1.3,54.2,45.8,72045,81636
id_000181,train,348900,6842,37.722579,-122.153333,2865,122,4,2.2,2.23,1,1.5,3.1,6.2,20.8,23.9,14.2,14.9,14.2,6.4,29.2,46.4,15.7,1,1.2,27.2,72.8,43916,52580
id_000182,train,509000,2478,37.726866,-122.142899,1010,92,6.1,2.5,2.26,0,0,1.3,1.2,18.8,7.1,14.6,31.8,25.2,0,4.4,37.1,44.7,9.5,4.4,75.1,24.9,81613,97866
id_000183,test,NA,3729,37.720547,-122.129449,1439,84,6.2,2.19,2.75,0,0,1.3,2.9,10,29.1,30.9,20.6,5.1,1.8,1.5,23,52.3,18.1,3.3,77.7,22.3,92550,103687
id_000184,train,399100,3832,37.715228,-122.135031,1397,172,5.4,2.6,3.5,0,0,0,6.4,2.6,6.7,28.6,53.7,2,0.9,1.5,45.7,41.9,9.5,0.5,81.1,18.9,71271,82010
id_000185,test,NA,3989,37.701242,-122.133506,1338,52,5,3.14,3.11,0,1.3,3.1,16,10.1,8.6,17.9,36.4,6.6,3.5,4.5,40.9,31.6,13.4,6.1,59.9,40.1,70000,82716
id_000186,train,453000,3530,37.709804,-122.137937,1513,10,3.3,2.88,2.63,0.7,0,8.1,14.1,23.5,26.6,11.7,14.4,0.9,7.7,42.3,36.8,10.9,2.2,0,13.5,86.5,43078,45186
id_000187,valid,332100,3760,37.715707,-122.146249,1776,123,3.5,1.63,2.18,2.9,0.7,6.9,15.3,31,22.9,8.7,9.5,2.3,11.1,36.8,35.5,14.1,1.7,0.8,35.9,64.1,54772,70893
id_000188,valid,428400,6897,37.697187,-122.140737,2663,123,4.2,3.4,2.41,0,6.8,1,21,29.2,10,27.4,2.4,2.2,10.4,28.5,17.2,34.1,9.4,0.5,41.3,58.7,56517,67325
id_000189,test,NA,6834,37.696161,-122.154876,2125,28,5.7,3.26,2.95,0,0.6,3.9,2.7,6,3.2,73,9.2,1.5,0,1.1,10.9,66.2,20.1,1.7,80.2,19.8,67017,80571
id_000190,train,419200,6305,37.687374,-122.168735,2276,21,5.6,2.61,4.3,2.6,4.4,26.2,11.3,25.3,21.4,2.5,6.3,0,0,2.7,30.5,33.6,25.7,7.6,80.7,19.3,76473,82137
id_000191,valid,431300,4352,37.684411,-122.154919,1378,39,5.4,3.29,3.3,1.5,0,0.4,2.1,6.7,9.1,72.2,7.3,0.9,0,2.4,10.3,70,16.9,0.4,84.8,15.2,70625,84298
id_000192,train,393700,5978,37.685659,-122.144993,2065,62,4.8,2.85,2.71,0.3,6.1,2,10.7,12.8,11.9,42,10.9,3.3,1.2,21.2,27.8,43.1,6.2,0.5,53.2,46.8,53937,67468
id_000193,train,332300,3182,37.687061,-122.113763,1071,75,4.2,3.24,3.17,3.7,0.4,3.9,7.6,9.8,15.7,32.6,18.4,7.9,8.4,22.5,36.8,27.2,2.5,2.6,37.8,62.2,58351,64528
id_000194,test,NA,7369,37.699054,-122.122708,2540,73,4.9,3.19,3.05,0,2.5,7.6,8.5,15.5,8.7,34.9,14,8.4,1.3,17.7,36.7,38.9,4.9,0.5,48.5,51.5,52330,66993
id_000195,train,281300,6599,37.69849,-122.112872,2357,281,4,2.67,3.15,2.7,4,3.2,16.5,22.1,23.4,11.8,14.3,2.1,2.8,24.9,51.1,16.9,4.2,0,31.3,68.7,44106,50639
id_000196,train,305600,4884,37.692714,-122.110802,1815,199,4.3,3.3,2.85,4,4.3,5.5,12.9,9.3,19.8,18,14,12.1,1.8,22,41.7,28.4,3.7,2.4,31.9,68.1,39567,56441
id_000197,test,NA,5179,37.655166,-122.044197,1569,63,6.1,2.76,2.25,7.1,0.8,26.1,32.1,16.7,9.9,2.7,0,4.6,1.6,9.4,19.8,30.7,27.7,10.7,79.8,20.2,107625,110460
id_000198,test,NA,6403,37.672746,-122.030251,2107,43,7.5,3.13,2.34,8,14.8,46.8,3.8,18.3,2.5,1,1.6,3.1,2,0,2.9,29.6,49,16.4,88.7,11.3,136000,155885
id_000199,train,434700,5216,37.632281,-122.048879,2102,269,4,2.99,2.76,0.8,5.8,18.9,23.3,21.6,19.5,5.9,1,3.4,0.6,26,49.4,15.7,3.5,4.9,28.8,71.2,55975,67402
id_000200,valid,508400,4140,37.68501,-122.051839,1459,76,6.2,3.07,2.76,0.5,3.7,9.2,31,20.5,10.7,16.6,4.7,3.1,0.2,5.7,13.4,41.9,35.4,3.4,75.4,24.6,81659,90913
id_000201,train,436900,4479,37.68099,-122.065219,1770,164,4.2,3.2,2.55,2.5,2.6,10.3,14.4,13.5,9.4,29.5,9.7,8.1,0,21.3,46.4,19.9,9.7,2.8,37.9,62.1,52444,58380
id_000202,train,315400,4503,37.673716,-122.082822,2135,328,3.7,2.31,2.01,1.4,9,14.7,20.2,10.5,8,13,7,16.3,9.4,31.6,37.8,18.2,2.3,0.8,30.7,69.3,48873,64247
id_000203,train,335600,3725,37.680417,-122.092731,1487,242,4,3.88,1.98,0.6,0,3.4,15.4,10.2,23.5,20.2,15.5,11.4,4.7,34,37,21,2.8,0.6,31.8,68.2,45241,53805
id_000204,train,321800,4902,37.674612,-122.102084,1649,67,4.1,3.42,3.05,5.7,6.9,8.1,18.2,8.7,6.8,19,15.3,11.3,0.8,9.8,74.8,11.9,2.7,0,30.3,69.7,47630,57673
id_000205,test,NA,5329,37.681524,-122.106711,1652,204,4.3,3.9,3.15,3.9,0,20.3,9.9,5.6,5.1,18.3,25,11.9,1.7,21.4,38.6,28.8,7.8,1.6,38.3,61.7,62609,67523
id_000206,train,361500,4594,37.680214,-122.117376,1535,128,5.1,2.98,3.32,2.7,0,3.5,11.3,4.4,5.9,54.1,15.3,2.9,1.2,8.9,22.7,56.9,8.9,1.2,70.6,29.4,72688,79366
id_000207,train,387000,5382,37.679065,-122.129811,1646,46,5.7,3.33,3.91,1.8,1.8,6.9,2.4,0.9,0.5,7.2,73.8,4.8,0,1,6.8,73.5,16.8,1.9,77.1,22.9,75309,79121
id_000208,train,436000,5073,37.674658,-122.144092,1666,0,5.8,2.95,4.4,0,0,3.5,4.7,7,5.8,68.6,9.8,0.5,0,0,9.5,70.9,17.5,2,83.6,16.4,68882,81325
id_000209,train,397700,4557,37.668865,-122.136954,1446,59,5.8,3.29,3.74,0.6,0.6,0.3,0.8,2.2,4.6,71.7,16.7,2.6,0,0,8.1,83.3,6.2,2.4,78.7,21.3,74228,79464
id_000210,valid,383600,5261,37.672135,-122.123032,1782,0,5.1,3.41,2.28,0.6,3.8,5.2,3.2,14.6,10.8,36.7,25.1,0,2.6,17.6,15.5,56.5,6.6,1.2,54.7,45.3,63438,67693
id_000211,test,NA,3827,37.668488,-122.112151,1238,51,4,2.55,3.25,13.7,5.4,7.7,15.8,6.5,22.6,9,11.1,8.2,0.4,21.6,56.3,18.5,2.6,0.6,17.5,82.5,41417,46830
id_000212,train,371800,7129,37.667098,-122.090944,2177,135,4.3,3.28,3.3,10.7,13.2,5.2,4.3,9.7,8.8,20.6,18.2,9.3,1.3,14.1,50.9,29.9,2.5,1.1,31.1,68.9,53776,64589
id_000213,valid,403000,7042,37.671564,-122.06618,3141,404,4.9,2.79,2.7,0.8,2.3,2.6,8.1,26.6,15.5,23.7,13.9,6.5,6.8,11.9,34.6,35.7,10.3,0.7,54.4,45.6,70655,90185
id_000214,test,NA,2618,37.666646,-122.043477,1065,51,7,2.79,4.47,1,0,6.9,8.6,27.8,25.1,29.5,0.4,0.8,0,0.3,2.9,38.6,40.6,17.7,95.6,4.4,122778,145725
id_000215,valid,397800,4583,37.659356,-122.070903,1806,125,3.8,3.22,2.41,1.2,3,2.1,8.7,42.5,12.6,21.7,4.9,3.2,4.8,37,36.1,18.2,1.5,2.4,25.8,74.2,51523,62266
id_000216,train,317100,6091,37.656859,-122.078889,1940,101,4.6,3.64,3.42,0,3.3,0.8,7.1,13.1,17.7,38.7,9.9,9.4,1.4,11.3,43.2,40.7,3,0.4,39.8,60.2,49105,55274
id_000217,valid,404600,4571,37.651302,-122.084816,1697,80,3.9,4.73,2.42,2.2,5.6,10.1,29,22.8,11.2,18.2,0.8,0,3.2,36.8,33.9,11,13.6,1.5,27.4,72.6,52854,59693
id_000218,test,NA,3284,37.662083,-122.100425,1065,48,4.6,3.41,3.31,0,17.5,4.4,4.5,9.3,8.5,48.9,4.6,2.3,5.5,18,42.2,31.6,2.6,0,56.7,43.3,60542,66046
id_000219,test,NA,4027,37.653836,-122.093603,1391,88,5,3.24,2.95,0,0,13.4,6.9,8.8,17,40.6,11.1,2.2,3.6,25.7,17,38.7,9.5,5.5,49.9,50.1,71586,79895
id_000220,test,NA,6724,37.661497,-122.109848,1933,167,4.7,3.56,3.66,0,0.6,3.3,9.9,8.1,28.2,39.3,10,0.6,0,14.6,32.2,38.6,12.8,1.7,42.8,57.2,51549,63200
id_000221,train,356100,3473,37.645359,-122.100411,1272,161,5,2.42,2.67,1.8,0.9,5.4,24.3,10.7,13,41.2,2.1,0.6,0,17.5,22.2,53.9,6.4,0,75.6,24.4,68092,80765
id_000222,train,453100,6448,37.621268,-122.103768,1902,108,5.7,3.21,4.63,7.8,22.2,3,4.2,32.1,3,24.7,2.9,0,0,0,18.8,41.8,25,14.4,95.5,4.5,92849,108787
id_000223,train,321700,4251,37.628586,-122.09914,1465,0,4.7,3.92,2.73,5.2,6.3,0,1.3,46.6,13.6,24,0,3,1.7,17.5,25.3,48,7.6,0,55.4,44.6,65493,71132
id_000224,train,403800,6755,37.642646,-122.11198,2338,209,5,2.9,2.94,7.1,3.2,17.3,26.8,16.9,14,12.4,0,2.2,1.1,11.5,37,31.4,14.9,4.1,60.1,39.9,60631,72857
id_000225,test,NA,3111,37.635997,-122.093488,890,33,5.2,4.06,3.09,4.7,0,0,6,19.6,12.8,49.4,5.8,1.7,0,6.3,23.4,58.8,11.2,0.3,52.9,47.1,53068,73938
id_000226,train,367900,3408,37.642549,-122.087027,943,77,5.8,3.91,4.19,0,0,0,1.5,0.7,2.5,87.7,7.5,0,0,0.7,4.5,79.7,13.8,1.3,75.1,24.9,69375,85680
id_000227,train,364800,4528,37.643779,-122.080105,1198,64,4.2,3.42,3.72,0,0,8.2,16.1,25.7,21.8,20.3,5.8,2.2,0,15.7,48.4,35.9,0,0,26.8,73.2,47361,50333
id_000228,train,438400,3217,37.63569,-122.080097,935,29,5,3.68,4,0,0,3.5,6.2,30.5,12.4,42.2,3.3,1.8,0,9.5,27.4,55.9,4.5,2.7,56.6,43.4,61865,67921
id_000229,train,364300,3649,37.634584,-122.06982000000001,1103,154,4.2,4.11,3.84,2.2,0,3.7,13.3,13.7,20.8,33.6,5.1,7.6,1.5,13.2,51.4,29.8,4,0,22.9,77.1,49196,60466
id_000230,test,NA,4256,37.638237,-122.073291,1140,160,4,3.25,4.87,0,0,1.8,24.8,27.1,31.3,5.7,3.9,5.4,0,3.2,80,15.2,1.7,0,8.6,91.4,36392,43018
id_000231,train,371400,4621,37.643431,-122.068669,1414,140,5.5,3.24,3.9,1.5,11.8,6.9,17.8,20.2,3.3,35,2.6,0.9,0,4.5,16.3,50.5,24.1,4.6,76.6,23.4,77738,90286
id_000232,train,415200,2338,37.641772,-122.060147,722,36,4.2,4.56,2.92,2.8,3.5,6,2.4,23.5,28.1,23.3,8.2,2.4,7.8,25.1,25.6,40.7,0,0.8,37.8,62.2,49135,58548
id_000233,train,466900,3283,37.617845,-122.029865,1118,127,5.3,2.7,2.77,0,2.1,0,8.5,17.3,10.1,60.7,1.3,0,0,4,24.7,57.4,11.6,2.2,68.9,31.1,69258,89050
id_000234,valid,374800,7675,37.616828,-122.037345,2177,39,5.4,3.55,3.63,3.5,4.1,15.3,1.5,10,3.3,58.1,2.3,1.9,1.9,3.5,8.8,59.2,22.5,4.1,80.6,19.4,85776,96116
id_000235,train,262900,4540,37.626305,-122.076544,1235,110,5.5,4,3.67,5.3,4.7,4.5,1.6,27.2,14.4,38.1,2.8,1.4,0.6,2.7,20.1,65.4,11.2,0,82.3,17.7,61314,72189
id_000236,valid,421500,3920,37.625168,-122.068104,1330,50,5.5,3.42,2.95,9.3,10.6,18.9,25.3,15,9.2,11.7,0,0,5.3,1.7,28.5,32.8,28.3,3.4,81.7,18.3,74924,90454
id_000237,valid,165300,5368,37.627421,-122.059399,1892,124,5.1,3.16,4.21,4,8,8.1,23.3,32.9,8.4,14.9,0,0.5,2.8,5,43,35.6,11.5,2.1,88.9,11.1,66111,77618
id_000238,train,350800,3731,37.628139,-122.088435,952,60,5.2,3.89,5.74,0,0,0.6,0.6,12.1,4.7,70.9,11,0,1.4,4.6,6,79.7,6.9,1.4,78.3,21.7,75984,86715
id_000239,train,326700,2331,37.621384,-122.083168,735,11,5.4,2.79,5.03,1.4,1.4,6,3.7,26.4,51.4,8.4,0,1.4,2.3,3.9,8.6,59.5,21.8,3.9,89.5,10.5,73375,78808
id_000240,train,359300,2310,37.595947,-122.001607,888,110,4.5,3.11,2.42,6.8,1.9,2.7,28.9,38,12.2,0.9,1,7.7,3,12.6,44.9,14.8,13.4,11.3,54.9,45.1,73100,79312
id_000241,train,427400,5989,37.600154,-122.022415,1521,58,5.2,3.65,3.91,4.9,3.6,2.8,1.9,26.1,26,22.3,2.7,9.7,1.1,7,35.4,39.4,14.5,2.6,50.1,49.9,50232,58441
id_000242,train,529300,7312,37.602857,-122.047828,2286,175,5.7,3.22,3.36,7,0.5,14.3,4.2,45.8,20.4,7.1,0,0.7,0,10.4,22.8,40.3,21.6,4.9,72.1,27.9,66408,77295
id_000243,test,NA,4674,37.587489,-122.077232,1390,111,5.7,3.73,3.44,0,0,2.2,18.8,76.3,1.7,0,0,1.1,0.7,7.4,24.2,33.1,28.1,6.4,65.8,34.2,91696,97069
id_000244,train,517700,3883,37.577352,-122.074549,1083,41,6.2,3.38,5.16,0.8,1.8,3.8,6.9,77.7,7.1,0,0.9,0.8,2.5,0,8.2,38.8,42.5,8,76.3,23.7,93333,105355
id_000245,train,390000,3841,37.584964,-122.068313,1113,129,5.5,3.93,3.8,4.4,2.5,0.6,6.9,77.4,4.6,1.3,1.3,1.1,0,0,26.2,47,21.5,5.3,79.5,20.5,86818,100871
id_000246,test,NA,4219,37.591379,-122.048874,1716,148,5.2,2.61,2.59,0,2.3,2,14.9,68.3,3.3,4.3,2.2,2.7,3.7,3.1,44.8,33.9,13.6,1,72.4,27.6,58462,80089
id_000247,train,504600,5883,37.589678,-122.02769,2111,151,5.2,3.39,2.51,3.5,8.3,11.8,14.3,34.9,18.3,6.6,0.6,1.7,6,23.3,16.2,35.4,14,5.1,58.4,41.6,68377,80952
id_000248,train,504500,3205,37.594544,-122.078574,969,136,4.8,3.81,3.8,3.2,3.9,14.9,18.3,43.4,3.8,4.4,0.7,7.3,0.8,12.5,34.9,29.2,19,3.6,47.5,52.5,73713,82358
id_000249,train,763600,3310,37.583797,-122.083299,919,35,7.3,3.72,4.14,0,3.6,88.5,0.5,3.4,0.5,0,3.5,0,0,3.4,3.5,19.7,45.2,28.3,87.4,12.6,163125,164506
id_000250,test,NA,2839,37.60236,-122.073504,892,94,6.6,3.24,3.92,0,1.8,39.3,33.2,23.2,0,2.5,0,0,0,1.1,13.1,33,40.6,12.2,82.1,17.9,114500,110996
id_000251,valid,504200,4016,37.593398,-122.065065,1149,54,6.4,4.06,4.31,0,0,0,3.9,67.8,22.3,4.5,0.7,0.8,0.9,2.1,10,37.2,47.3,2.5,88.6,11.4,99761,100812
