obs_id,train_id,class,text
id_000963,train,0,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
id_000964,train,1,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
id_000965,train,0,Carlos says we can pick up from him later so yeah we're set
id_000966,train,1,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
id_000967,test,NA,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
id_000968,train,1,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
id_000969,train,0,I gotta collect da car at 6 lei.
id_000970,train,0,Yeah my usual guy's out of town but there're definitely people around I know
id_000971,train,0,Thank you. do you generally date the brothas?
id_000972,valid,1,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8"
id_000973,valid,1,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
id_000974,train,1,Bought one ringtone and now getting texts costing 3 pound offering more tones etc
id_000975,valid,0,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*
id_000976,train,0,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?
id_000977,train,1,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50
id_000978,train,1,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p "
id_000979,valid,1,"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate."
id_000980,train,1,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF
id_000981,test,NA,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you"
id_000982,valid,1,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
id_000983,valid,0,Having lunch:)you are not in online?why?
id_000984,train,1,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
id_000985,train,1,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
id_000986,test,NA,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 "
id_000987,test,NA,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."
id_000988,train,0,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
id_000989,train,1,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
id_000990,train,0,This weekend is fine (an excuse not to do too much decorating)
id_000991,train,1,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
id_000992,train,0,What are youdoing later? Sar xxx
id_000993,train,1,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
id_000994,valid,0,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
id_000995,train,0,Then dun wear jeans lor...
id_000996,train,1,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
id_000997,test,NA,Super msg da:)nalla timing.
id_000998,test,NA,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity 
id_000999,train,0,"If we hit it off, you can move in with me :)"
id_001000,test,NA,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
id_001001,train,0,Convey my regards to him
id_001002,train,1,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
id_001003,test,NA,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
id_001004,test,NA,If you don't respond imma assume you're still asleep and imma start calling n shit
id_001005,test,NA,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming
id_001006,train,0,Dude ive been seeing a lotta corvettes lately
id_001007,train,1,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
id_001008,train,1,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
id_001009,train,1,You have 1 new message. Call 0207-083-6089
id_001010,train,1,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
id_001011,train,0,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
id_001012,train,0,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala"
id_001013,test,NA,What r u cooking me for dinner?
id_001014,train,0,I'm in chennai velachery:)
id_001015,test,NA,Ok. So april. Cant wait
id_001016,train,1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
id_001017,test,NA,Hello which the site to download songs its urgent pls
id_001018,train,0,I love your ass! Do you enjoy doggy style? :)
id_001019,valid,0,Come to my home for one last time i wont do anything. Trust me.
id_001020,train,1,For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk
id_001021,test,NA,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
id_001022,train,0,Okay... We wait ah
id_001023,test,NA,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..
id_001024,train,1,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528
id_001025,valid,0,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
id_001026,valid,1,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!
id_001027,valid,1,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
id_001028,test,NA,"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm"
id_001029,test,NA,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
id_001030,test,NA,"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm"
id_001031,train,1,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
id_001032,train,0,Any way where are you and what doing.
id_001033,train,0,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word"
id_001034,train,1,ringtoneking 84484
id_001035,valid,0,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
id_001036,valid,0,No..few hours before.went to hair cut .
id_001037,train,0,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!
id_001038,test,NA,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04
id_001039,train,1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
id_001040,train,0,Gud ni8 dear..slp well..take care..swt dreams..Muah..
id_001041,train,0,Shhhhh nobody is supposed to know!
id_001042,test,NA,I will come with karnan car. Please wait till 6pm will directly goto doctor.
id_001043,train,1,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
id_001044,train,1,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
id_001045,test,NA,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
id_001046,train,0,Give me a sec to think think about it
id_001047,test,NA,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
id_001048,valid,1,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
id_001049,train,0,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. "
id_001050,train,1,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
id_001051,test,NA,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa"
id_001052,train,0,Haha i think i did too
id_001053,test,NA,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
id_001054,train,0,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning"
id_001055,train,1,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!"
id_001056,train,0,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
id_001057,valid,0,I to am looking forward to all the sex cuddling.. Only two more sleeps 
id_001058,valid,1,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz"
id_001059,valid,0,I dont know ask to my brother. Nothing problem some thing that. Just i told .
id_001060,train,1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470"
id_001061,valid,0,Nope... Think i will go for it on monday... Sorry i replied so late
id_001062,train,0,"No, I was trying it all weekend ;V"
id_001063,valid,0,Joy's father is John. Then John is the NAME of Joy's father. Mandan
id_001064,train,0,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
id_001065,train,0,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
id_001066,train,1,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
id_001067,train,0,If you are not coughing then its nothing
id_001068,train,0,"Sorry, I'll call later"
id_001069,test,NA,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
id_001070,train,0,Hope you are feeling great. Pls fill me in. Abiola
id_001071,train,1,FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
id_001072,test,NA,Oh :-)only 4 outside players allowed to play know
id_001073,train,1,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18
id_001074,train,0,"Gimme a few"" was  &lt;#&gt;  minutes ago
spam	Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16
ham	Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
spam	FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
spam	You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX
ham	K I'll be there before 4.
ham	I dled 3d its very imp
ham	sure, but make sure he knows we ain't smokin yet
ham	Boooo you always work. Just quit.
ham	I am taking half day leave bec i am not well
ham	Ugh I don't wanna get out of bed. It's so warm.
ham	S:)s.nervous  &lt;#&gt; :)
ham	So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
spam	Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham	I borrow ur bag ok.
spam	U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT
ham	Where's my boytoy? I miss you ... What happened?
ham	He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up
ham	Also are you bringing galileo or dobby
ham	Then why you not responding
ham	""BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX."
id_001075,train,1,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
id_001076,test,NA,Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
id_001077,valid,0,Dear i am not denying your words please
id_001078,train,1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
id_001079,valid,0,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
id_001080,valid,0,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.
id_001081,test,NA,Tell where you reached
id_001082,train,0,"fyi I'm at usf now, swing by the room whenever"
id_001083,valid,0,Go chase after her and run her over while she's crossing the street
id_001084,valid,0,Okay but i thought you were the expert
id_001085,train,1,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)
id_001086,train,1,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
id_001087,train,1,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
id_001088,test,NA,HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.
id_001089,valid,1,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
id_001090,train,0,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
id_001091,train,0,"Its ok, if anybody asks abt me, u tel them..:-P"
id_001092,valid,1,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
id_001093,train,1,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL
id_001094,valid,0,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
id_001095,train,0,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck"
id_001096,test,NA,Ok lor. Msg me b4 u call.
id_001097,valid,0,Wife.how she knew the time of murder exactly
id_001098,train,0,Ok lor but not too early. Me still having project meeting now.
id_001099,train,1,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!
id_001100,train,0,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
id_001101,test,NA,"Uncle G, just checking up on you. Do have a rewarding month"
id_001102,train,0,I told your number to gautham..
id_001103,test,NA,Horrible bf... I now v hungry...
id_001104,test,NA,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
id_001105,test,NA,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm
id_001106,train,0,LOL ... Have you made plans for new years?
id_001107,train,1,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
id_001108,train,1,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
id_001109,train,1,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
id_001110,train,1,Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+
id_001111,valid,0,U sick still can go shopping?
id_001112,train,1,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU"
id_001113,train,0,Takin a shower now but yeah I'll leave when I'm done
id_001114,test,NA,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
id_001115,train,1,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
id_001116,train,1,You have 1 new message. Please call 08718738034.
id_001117,test,NA,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04
id_001118,train,1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
id_001119,test,NA,Mom wants to know where you at
id_001120,train,1,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
id_001121,train,1,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
id_001122,train,1,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50
id_001123,train,1,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468"
id_001124,valid,1,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ 
id_001125,train,1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
id_001126,train,0,2mro i am not coming to gym machan. Goodnight.
id_001127,train,0,Happy new years melody!
id_001128,train,1,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE"
id_001129,train,1,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic "
id_001130,train,1,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 
id_001131,train,0,Yup song bro. No creative. Neva test quality. He said check review online.
id_001132,train,0,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
id_001133,train,0,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
id_001134,valid,1,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
id_001135,valid,1,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 
id_001136,train,0,Does not operate after  &lt;#&gt;  or what
id_001137,valid,0,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?
id_001138,test,NA,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
id_001139,valid,0,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.
id_001140,train,1,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
id_001141,test,NA,Cps is causing the outages to conserve energy.
id_001142,valid,1,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
id_001143,train,1,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
id_001144,valid,0,What class of  &lt;#&gt;  reunion?
id_001145,train,0,Good. No swimsuit allowed :)
id_001146,test,NA,Hi kindly give us back our documents which we submitted for loan from STAPATI
id_001147,valid,1,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
id_001148,test,NA,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
id_001149,train,1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
id_001150,test,NA,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
id_001151,train,1,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
id_001152,valid,0,Dude im no longer a pisces. Im an aquarius now.
id_001153,train,0,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
id_001154,test,NA,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
id_001155,test,NA,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
id_001156,train,0,Not directly behind... Abt 4 rows behind ü...
id_001157,train,1,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p
id_001158,train,1,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
id_001159,train,0,Yes I know the cheesy songs from frosty the snowman :)
id_001160,train,0,K.i did't see you.:)k:)where are you now?
id_001161,test,NA,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
id_001162,train,1,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
id_001163,valid,1,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.
id_001164,test,NA,LOL ... No just was busy
id_001165,train,0,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
id_001166,test,NA,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
id_001167,train,0,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
id_001168,train,0,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas"
id_001169,test,NA,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
id_001170,train,0,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..
id_001171,train,0,DO U WANT 2 MEET UP 2MORRO
id_001172,train,1,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.
id_001173,test,NA,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
id_001174,train,1,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062"
id_001175,train,1,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.
id_001176,test,NA,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
id_001177,train,0,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
id_001178,train,0,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
id_001179,train,0,Ok...
id_001180,valid,1,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
id_001181,valid,1,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
id_001182,train,1,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
id_001183,train,1,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!"
id_001184,valid,0,Well. Im computerless. Time to make some oreo truffles
id_001185,train,1,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611
id_001186,train,0,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing."
id_001187,test,NA,tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
id_001188,train,1,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
id_001189,train,0,YO YO YO BYATCH WHASSUP?
id_001190,train,0,Sent me ur email id soon
id_001191,train,0,I am great! How are you?
id_001192,valid,0,Already one guy loving you:-.
id_001193,valid,1,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
id_001194,valid,0,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
id_001195,train,1,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy "
